subscriber_id,subscriber_name,city,zone,plan_type,plan_name,monthly_charge,activation_date,status
SUB_01005,User_1005,Sharjah,3,Prepaid,Basic,402,2024-09-17,Active
SUB_01006,User_1006,Sharjah,5,Postpaid,Unlimited,165,2024-06-19,Churned
SUB_01007,User_1007,Sharjah,7,Prepaid,Standard,492,2024-04-06,Active
SUB_01008,User_1008,Sharjah,5,Prepaid,Premium,62,2023-09-09,Active
SUB_01009,User_1009,Dubai,2,Postpaid,Standard,454,2023-09-24,Active
SUB_01010,User_1010,Abu Dhabi,6,Prepaid,Standard,369,2023-07-28,Active
SUB_01011,User_1011,Dubai,1,Prepaid,Standard,214,2024-07-20,Active
SUB_01012,User_1012,Fujairah,7,Postpaid,Unlimited,257,2024-06-22,Active
SUB_01013,User_1013,Ajman,8,Postpaid,Premium,134,2024-05-17,Active
SUB_01014,User_1014,Dubai,4,Postpaid,Premium,297,2024-05-28,Active
SUB_01015,User_1015,Sharjah,1,Prepaid,Basic,481,2024-08-02,Active
SUB_01016,User_1016,Ajman,2,Prepaid,Standard,105,2023-05-28,Active
SUB_01017,User_1017,Dubai,2,Postpaid,Standard,221,2024-10-03,Active
SUB_01018,User_1018,Abu Dhabi,8,Postpaid,Unlimited,190,2023-03-24,Active
SUB_01019,User_1019,Ajman,1,Prepaid,Basic,181,2023-02-11,Active
SUB_01020,User_1020,Dubai,4,Postpaid,Basic,250,2023-06-05,Active
SUB_01021,User_1021,Sharjah,7,Prepaid,Standard,417,2024-10-30,Active
SUB_01022,User_1022,Dubai,7,Prepaid,Basic,338,2024-03-28,Suspended
SUB_01023,User_1023,Ajman,1,Prepaid,Basic,470,2024-09-10,Active
SUB_01024,User_1024,Fujairah,5,Prepaid,Premium,358,2023-10-11,Churned
SUB_01025,User_1025,Ajman,3,Prepaid,Standard,406,2023-07-07,Active
SUB_01026,User_1026,Abu Dhabi,6,Prepaid,Premium,457,2024-09-08,Active
SUB_01027,User_1027,Ajman,5,Prepaid,Premium,394,2024-09-15,Active
SUB_01028,User_1028,Sharjah,7,Postpaid,Basic,228,2024-04-18,Active
SUB_01029,User_1029,Dubai,3,Postpaid,Standard,474,2024-05-21,Active
SUB_01030,User_1030,Sharjah,6,Postpaid,Basic,78,2023-05-13,Active
SUB_01031,User_1031,Dubai,6,Postpaid,Unlimited,492,2023-09-28,Active
SUB_01032,User_1032,Abu Dhabi,6,Prepaid,Standard,473,2024-09-13,Active
SUB_01033,User_1033,Dubai,2,Prepaid,Standard,356,2023-03-14,Active
SUB_01034,User_1034,Dubai,8,Postpaid,Standard,355,2024-03-11,Active
SUB_01035,User_1035,Dubai,6,Prepaid,Standard,416,2023-10-20,Suspended
SUB_01036,User_1036,Sharjah,4,Prepaid,Basic,85,2024-10-16,Active
SUB_01037,User_1037,Dubai,1,Prepaid,Standard,158,2024-03-12,Active
SUB_01038,User_1038,Sharjah,7,Postpaid,Premium,365,2024-10-28,Churned
SUB_01039,User_1039,Dubai,4,Prepaid,Premium,195,2024-10-22,Active
SUB_01040,User_1040,Dubai,1,Postpaid,Standard,325,2023-03-01,Active
SUB_01041,User_1041,Abu Dhabi,5,Prepaid,Standard,438,2024-08-20,Churned
SUB_01042,User_1042,Sharjah,8,Postpaid,Premium,195,2024-12-04,Active
SUB_01043,User_1043,Dubai,5,Postpaid,Basic,429,2023-11-23,Active
SUB_01044,User_1044,Abu Dhabi,1,Postpaid,Premium,217,2023-07-01,Active
SUB_01045,User_1045,Ajman,4,Prepaid,Basic,306,2024-03-09,Active
SUB_01046,User_1046,Abu Dhabi,1,Prepaid,Premium,324,2024-06-02,Active
SUB_01047,User_1047,Dubai,6,Postpaid,Standard,136,2024-09-29,Active
SUB_01048,User_1048,Dubai,2,Prepaid,Standard,203,2023-03-24,Active
SUB_01049,User_1049,Ajman,7,Prepaid,Premium,334,2023-01-28,Active
SUB_01050,User_1050,Dubai,5,Prepaid,Basic,364,2023-09-23,Active
SUB_01051,User_1051,Ajman,7,Postpaid,Standard,368,2023-10-10,Active
SUB_01052,User_1052,Abu Dhabi,2,Prepaid,Standard,147,2024-02-01,Active
SUB_01053,User_1053,Ajman,6,Postpaid,Premium,260,2024-11-30,Active
SUB_01054,User_1054,Sharjah,6,Prepaid,Basic,495,2024-01-18,Active
SUB_01055,User_1055,Fujairah,5,Prepaid,Premium,97,2024-08-03,Suspended
SUB_01056,User_1056,Abu Dhabi,5,Postpaid,Standard,367,2023-11-15,Active
SUB_01057,User_1057,Sharjah,6,Prepaid,Basic,323,2024-09-02,Active
SUB_01058,User_1058,Abu Dhabi,3,Prepaid,Premium,243,2023-07-12,Active
SUB_01059,User_1059,Abu Dhabi,7,Postpaid,Basic,301,2023-08-15,Active
SUB_01060,User_1060,Abu Dhabi,8,Postpaid,Standard,332,2024-03-26,Active
SUB_01061,User_1061,Ajman,2,Prepaid,Basic,311,2023-07-01,Churned
SUB_01062,User_1062,Fujairah,7,Postpaid,Standard,492,2023-11-23,Active
SUB_01063,User_1063,Sharjah,2,Postpaid,Standard,311,2024-08-27,Churned
SUB_01064,User_1064,Abu Dhabi,3,Postpaid,Standard,80,2024-10-16,Active
SUB_01065,User_1065,Abu Dhabi,8,Prepaid,Standard,154,2023-07-22,Suspended
SUB_01066,User_1066,Sharjah,4,Prepaid,Standard,399,2024-02-06,Active
SUB_01067,User_1067,Dubai,2,Postpaid,Basic,361,2024-10-05,Suspended
SUB_01068,User_1068,Dubai,7,Postpaid,Standard,487,2024-04-16,Active
SUB_01069,User_1069,Abu Dhabi,1,Prepaid,Unlimited,218,2024-10-07,Suspended
SUB_01070,User_1070,Dubai,8,Prepaid,Premium,285,2023-06-28,Active
SUB_01071,User_1071,Dubai,6,Prepaid,Basic,323,2024-11-28,Active
SUB_01072,User_1072,Dubai,6,Prepaid,Basic,392,2023-01-18,Active
SUB_01073,User_1073,Dubai,3,Prepaid,Unlimited,279,2024-04-07,Active
SUB_01074,User_1074,Dubai,2,Prepaid,Standard,72,2024-08-31,Active
SUB_01075,User_1075,Fujairah,4,Postpaid,Standard,213,2024-06-29,Churned
SUB_01076,User_1076,Abu Dhabi,2,Prepaid,Premium,330,2024-02-07,Active
SUB_01077,User_1077,Abu Dhabi,6,Postpaid,Standard,56,2024-01-28,Active
SUB_01078,User_1078,Sharjah,5,Prepaid,Standard,259,2023-10-27,Active
SUB_01079,User_1079,Dubai,1,Prepaid,Unlimited,302,2023-12-17,Active
SUB_01080,User_1080,Ajman,8,Prepaid,Premium,453,2023-07-06,Active
SUB_01081,User_1081,Sharjah,3,Prepaid,Basic,182,2023-12-13,Suspended
SUB_01082,User_1082,Dubai,5,Postpaid,Basic,323,2024-09-14,Active
SUB_01083,User_1083,Abu Dhabi,7,Postpaid,Basic,155,2024-02-13,Active
SUB_01084,User_1084,Ajman,4,Prepaid,Premium,281,2023-03-12,Active
SUB_01085,User_1085,Ajman,5,Prepaid,Basic,82,2023-11-23,Active
SUB_01086,User_1086,Abu Dhabi,7,Prepaid,Basic,128,2023-07-31,Active
SUB_01087,User_1087,Abu Dhabi,5,Postpaid,Unlimited,84,2023-11-05,Active
SUB_01088,User_1088,Dubai,4,Postpaid,Basic,159,2023-04-18,Active
SUB_01089,User_1089,Fujairah,8,Prepaid,Basic,370,2023-06-26,Active
SUB_01090,User_1090,Dubai,5,Postpaid,Basic,112,2024-03-02,Active
SUB_01091,User_1091,Ajman,3,Postpaid,Basic,377,2024-06-14,Active
SUB_01092,User_1092,Abu Dhabi,6,Prepaid,Standard,346,2024-02-22,Suspended
SUB_01093,User_1093,Abu Dhabi,2,Prepaid,Unlimited,227,2023-09-05,Active
SUB_01094,User_1094,Abu Dhabi,5,Postpaid,Premium,433,2023-07-28,Active
SUB_01095,User_1095,Dubai,3,Postpaid,Standard,413,2023-08-04,Active
SUB_01096,User_1096,Dubai,2,Prepaid,Standard,281,2024-12-13,Active
SUB_01097,User_1097,Dubai,8,Prepaid,Standard,153,2024-03-13,Active
SUB_01098,User_1098,Dubai,7,Prepaid,Basic,463,2024-09-09,Active
SUB_01099,User_1099,Sharjah,2,Prepaid,Basic,343,2023-11-07,Active
SUB_01100,User_1100,Abu Dhabi,7,Postpaid,Unlimited,84,2024-01-18,Active
SUB_01101,User_1101,Dubai,5,Prepaid,Basic,243,2023-09-28,Active
SUB_01102,User_1102,Fujairah,3,Postpaid,Basic,223,2023-05-01,Active
SUB_01103,User_1103,Ajman,6,Postpaid,Standard,441,2024-02-11,Active
SUB_01104,User_1104,Ajman,5,Prepaid,Standard,151,2023-09-02,Active
SUB_01105,User_1105,Fujairah,7,Prepaid,Basic,373,2023-03-07,Active
SUB_01106,User_1106,Dubai,4,Prepaid,Basic,342,2023-08-16,Active
SUB_01107,User_1107,Abu Dhabi,2,Postpaid,Standard,134,2023-05-17,Suspended
SUB_01108,User_1108,Sharjah,5,Prepaid,Premium,446,2023-07-13,Active
SUB_01109,User_1109,Sharjah,7,Postpaid,Basic,250,2024-12-06,Active
SUB_01110,User_1110,Dubai,8,Postpaid,Standard,222,2024-10-19,Suspended
SUB_01111,User_1111,Sharjah,2,Prepaid,Standard,78,2024-10-18,Active
SUB_01112,User_1112,Dubai,8,Postpaid,Premium,346,2024-05-03,Active
SUB_01113,User_1113,Dubai,7,Postpaid,Standard,105,2024-08-06,Active
SUB_01114,User_1114,Abu Dhabi,3,Prepaid,Basic,65,2023-12-20,Active
SUB_01115,User_1115,Abu Dhabi,1,Prepaid,Standard,189,2024-12-04,Suspended
SUB_01116,User_1116,Abu Dhabi,8,Postpaid,Premium,115,2024-07-09,Active
SUB_01117,User_1117,Dubai,5,Postpaid,Basic,495,2023-06-06,Churned
SUB_01118,User_1118,Ajman,6,Prepaid,Standard,196,2024-04-20,Active
SUB_01119,User_1119,Dubai,5,Prepaid,Basic,207,2023-01-16,Active
SUB_01120,User_1120,Dubai,2,Prepaid,Basic,449,2023-03-19,Active
SUB_01121,User_1121,Ajman,3,Postpaid,Standard,446,2023-02-21,Churned
SUB_01122,User_1122,Fujairah,7,Prepaid,Basic,118,2024-05-28,Active
SUB_01123,User_1123,Ajman,4,Prepaid,Premium,72,2024-05-18,Active
SUB_01124,User_1124,Sharjah,6,Postpaid,Standard,239,2023-03-02,Active
SUB_01125,User_1125,Sharjah,3,Prepaid,Standard,297,2023-05-12,Active
SUB_01126,User_1126,Abu Dhabi,8,Postpaid,Standard,464,2024-01-17,Active
SUB_01127,User_1127,Dubai,8,Prepaid,Standard,358,2024-07-17,Active
SUB_01128,User_1128,Abu Dhabi,5,Postpaid,Basic,425,2024-11-22,Suspended
SUB_01129,User_1129,Abu Dhabi,4,Prepaid,Premium,194,2024-06-26,Active
SUB_01130,User_1130,Dubai,3,Postpaid,Unlimited,433,2024-02-14,Active
SUB_01131,User_1131,Sharjah,1,Postpaid,Basic,354,2023-06-04,Active
SUB_01132,User_1132,Abu Dhabi,6,Prepaid,Basic,226,2024-09-24,Active
SUB_01133,User_1133,Dubai,2,Prepaid,Basic,244,2023-02-20,Active
SUB_01134,User_1134,Dubai,3,Prepaid,Premium,459,2023-04-05,Suspended
SUB_01135,User_1135,Sharjah,3,Prepaid,Premium,62,2024-11-18,Active
SUB_01136,User_1136,Dubai,1,Postpaid,Premium,413,2024-06-06,Suspended
SUB_01137,User_1137,Ajman,5,Postpaid,Premium,215,2024-06-07,Active
SUB_01138,User_1138,Abu Dhabi,7,Prepaid,Standard,199,2023-12-21,Active
SUB_01139,User_1139,Abu Dhabi,7,Postpaid,Standard,390,2023-02-14,Active
SUB_01140,User_1140,Abu Dhabi,6,Postpaid,Premium,462,2023-07-24,Active
SUB_01141,User_1141,Sharjah,6,Postpaid,Standard,94,2024-03-06,Active
SUB_01142,User_1142,Dubai,2,Prepaid,Standard,223,2023-09-13,Active
SUB_01143,User_1143,Sharjah,3,Prepaid,Standard,216,2023-09-05,Active
SUB_01144,User_1144,Abu Dhabi,4,Prepaid,Standard,246,2024-06-16,Active
SUB_01145,User_1145,Dubai,3,Prepaid,Standard,255,2023-02-10,Suspended
SUB_01146,User_1146,Ajman,7,Prepaid,Standard,131,2024-04-03,Active
SUB_01147,User_1147,Sharjah,2,Prepaid,Premium,117,2023-10-04,Active
SUB_01148,User_1148,Sharjah,3,Prepaid,Standard,146,2023-07-14,Active
SUB_01149,User_1149,Ajman,1,Postpaid,Standard,216,2023-03-12,Active
SUB_01150,User_1150,Ajman,7,Prepaid,Premium,453,2023-09-27,Active
SUB_01151,User_1151,Sharjah,3,Prepaid,Standard,126,2023-12-01,Suspended
SUB_01152,User_1152,Sharjah,3,Prepaid,Basic,286,2024-08-07,Active
SUB_01153,User_1153,Sharjah,7,Prepaid,Basic,245,2023-11-04,Active
SUB_01154,User_1154,Sharjah,4,Prepaid,Standard,340,2024-03-02,Active
SUB_01155,User_1155,Abu Dhabi,7,Prepaid,Standard,185,2023-07-18,Active
SUB_01156,User_1156,Sharjah,1,Prepaid,Unlimited,357,2023-03-17,Active
SUB_01157,User_1157,Dubai,1,Prepaid,Standard,345,2024-10-19,Active
SUB_01158,User_1158,Ajman,3,Prepaid,Standard,426,2024-06-08,Churned
SUB_01159,User_1159,Ajman,6,Prepaid,Basic,418,2024-10-02,Active
SUB_01160,User_1160,Dubai,4,Postpaid,Basic,416,2023-08-18,Active
SUB_01161,User_1161,Sharjah,3,Prepaid,Premium,85,2023-03-26,Active
SUB_01162,User_1162,Dubai,7,Prepaid,Basic,439,2023-06-11,Active
SUB_01163,User_1163,Dubai,3,Prepaid,Standard,297,2024-02-01,Active
SUB_01164,User_1164,Sharjah,2,Prepaid,Premium,303,2024-01-06,Active
SUB_01165,User_1165,Dubai,2,Prepaid,Standard,263,2024-07-16,Active
SUB_01166,User_1166,Sharjah,6,Prepaid,Premium,301,2023-08-03,Active
SUB_01167,User_1167,Sharjah,4,Postpaid,Standard,119,2023-01-01,Active
SUB_01168,User_1168,Abu Dhabi,5,Prepaid,Basic,283,2024-01-12,Active
SUB_01169,User_1169,Dubai,8,Prepaid,Premium,378,2024-02-16,Active
SUB_01170,User_1170,Dubai,2,Postpaid,Premium,65,2024-09-26,Active
SUB_01171,User_1171,Abu Dhabi,5,Postpaid,Basic,223,2023-07-19,Active
SUB_01172,User_1172,Fujairah,1,Prepaid,Basic,236,2023-07-02,Churned
SUB_01173,User_1173,Abu Dhabi,2,Prepaid,Basic,343,2024-02-14,Active
SUB_01174,User_1174,Dubai,2,Prepaid,Basic,274,2024-02-02,Suspended
SUB_01175,User_1175,Abu Dhabi,4,Prepaid,Unlimited,323,2023-08-04,Active
SUB_01176,User_1176,Abu Dhabi,6,Prepaid,Standard,61,2023-12-15,Active
SUB_01177,User_1177,Sharjah,5,Prepaid,Standard,359,2024-08-02,Active
SUB_01178,User_1178,Dubai,7,Postpaid,Premium,268,2024-08-16,Active
SUB_01179,User_1179,Sharjah,2,Prepaid,Standard,480,2024-10-15,Active
SUB_01180,User_1180,Abu Dhabi,2,Prepaid,Standard,50,2023-02-10,Active
SUB_01181,User_1181,Fujairah,4,Prepaid,Unlimited,448,2023-01-03,Active
SUB_01182,User_1182,Dubai,4,Postpaid,Premium,160,2023-04-04,Active
SUB_01183,User_1183,Abu Dhabi,6,Prepaid,Premium,326,2023-02-28,Active
SUB_01184,User_1184,Ajman,5,Postpaid,Standard,178,2024-02-11,Active
SUB_01185,User_1185,Dubai,1,Prepaid,Premium,142,2023-01-18,Suspended
SUB_01186,User_1186,Ajman,7,Prepaid,Basic,445,2024-05-08,Suspended
SUB_01187,User_1187,Sharjah,6,Prepaid,Standard,429,2024-05-22,Active
SUB_01188,User_1188,Dubai,8,Prepaid,Unlimited,461,2024-08-08,Active
SUB_01189,User_1189,Dubai,1,Prepaid,Basic,88,2023-11-28,Active
SUB_01190,User_1190,Sharjah,3,Prepaid,Premium,470,2023-06-18,Churned
SUB_01191,User_1191,Dubai,2,Prepaid,Standard,365,2024-11-02,Active
SUB_01192,User_1192,Abu Dhabi,5,Postpaid,Basic,208,2024-11-11,Active
SUB_01193,User_1193,Dubai,6,Prepaid,Premium,235,2023-07-25,Active
SUB_01194,User_1194,Abu Dhabi,2,Prepaid,Basic,402,2024-06-04,Churned
SUB_01195,User_1195,Dubai,5,Prepaid,Standard,305,2024-05-19,Active
SUB_01196,User_1196,Ajman,5,Postpaid,Basic,288,2023-12-12,Active
SUB_01197,User_1197,Fujairah,5,Postpaid,Unlimited,153,2023-10-31,Active
SUB_01198,User_1198,Fujairah,2,Prepaid,Basic,444,2023-04-25,Churned
SUB_01199,User_1199,Sharjah,6,Prepaid,Basic,415,2024-10-25,Churned
SUB_01200,User_1200,Dubai,7,Prepaid,Basic,78,2023-03-28,Active
SUB_01201,User_1201,Sharjah,4,Postpaid,Unlimited,138,2023-04-05,Active
SUB_01202,User_1202,Dubai,2,Postpaid,Premium,424,2024-03-03,Active
SUB_01203,User_1203,Dubai,8,Prepaid,Premium,446,2024-11-28,Active
SUB_01204,User_1204,Dubai,5,Prepaid,Standard,100,2024-03-25,Suspended
SUB_01205,User_1205,Abu Dhabi,6,Prepaid,Standard,413,2024-09-17,Active
SUB_01206,User_1206,Sharjah,7,Prepaid,Basic,487,2024-06-24,Active
SUB_01207,User_1207,Sharjah,3,Postpaid,Standard,196,2024-12-15,Active
SUB_01208,User_1208,Abu Dhabi,8,Prepaid,Basic,363,2023-01-02,Active
SUB_01209,User_1209,Dubai,1,Prepaid,Unlimited,85,2023-03-19,Suspended
SUB_01210,User_1210,Fujairah,8,Postpaid,Premium,333,2023-11-20,Active
SUB_01211,User_1211,Abu Dhabi,5,Postpaid,Standard,436,2023-04-08,Active
SUB_01212,User_1212,Abu Dhabi,3,Prepaid,Basic,150,2024-09-20,Active
SUB_01213,User_1213,Dubai,4,Postpaid,Premium,156,2023-04-20,Active
SUB_01214,User_1214,Sharjah,7,Prepaid,Basic,394,2024-11-09,Active
SUB_01215,User_1215,Sharjah,7,Postpaid,Basic,474,2024-04-01,Suspended
SUB_01216,User_1216,Dubai,5,Postpaid,Basic,340,2024-05-02,Active
SUB_01217,User_1217,Dubai,8,Prepaid,Standard,398,2024-01-06,Suspended
SUB_01218,User_1218,Sharjah,8,Postpaid,Premium,154,2023-12-03,Active
SUB_01219,User_1219,Sharjah,7,Postpaid,Standard,270,2024-08-21,Suspended
SUB_01220,User_1220,Dubai,3,Prepaid,Basic,125,2023-01-22,Active
SUB_01221,User_1221,Fujairah,5,Prepaid,Standard,276,2024-12-22,Active
SUB_01222,User_1222,Dubai,2,Postpaid,Premium,133,2023-11-01,Active
SUB_01223,User_1223,Abu Dhabi,6,Prepaid,Basic,125,2023-09-29,Churned
SUB_01224,User_1224,Ajman,3,Prepaid,Basic,298,2024-05-04,Active
SUB_01225,User_1225,Abu Dhabi,6,Postpaid,Unlimited,304,2024-03-21,Active
SUB_01226,User_1226,Abu Dhabi,2,Postpaid,Unlimited,99,2023-10-05,Suspended
SUB_01227,User_1227,Abu Dhabi,2,Prepaid,Unlimited,405,2024-10-12,Active
SUB_01228,User_1228,Dubai,6,Prepaid,Premium,259,2024-01-12,Active
SUB_01229,User_1229,Fujairah,3,Prepaid,Basic,207,2023-08-20,Active
SUB_01230,User_1230,Abu Dhabi,6,Prepaid,Basic,377,2024-08-14,Active
SUB_01231,User_1231,Ajman,6,Prepaid,Standard,282,2024-03-01,Active
SUB_01232,User_1232,Dubai,1,Postpaid,Standard,420,2023-02-24,Active
SUB_01233,User_1233,Dubai,3,Prepaid,Unlimited,126,2024-03-16,Active
SUB_01234,User_1234,Dubai,8,Prepaid,Premium,272,2023-02-03,Active
SUB_01235,User_1235,Sharjah,8,Prepaid,Premium,170,2023-11-25,Active
SUB_01236,User_1236,Abu Dhabi,1,Postpaid,Basic,359,2024-03-29,Active
SUB_01237,User_1237,Ajman,5,Prepaid,Unlimited,376,2024-01-23,Active
SUB_01238,User_1238,Abu Dhabi,7,Prepaid,Premium,390,2024-03-05,Active
SUB_01239,User_1239,Fujairah,8,Prepaid,Basic,407,2024-04-20,Active
SUB_01240,User_1240,Dubai,6,Prepaid,Premium,156,2023-05-05,Suspended
SUB_01241,User_1241,Ajman,5,Prepaid,Basic,290,2024-06-06,Suspended
SUB_01242,User_1242,Sharjah,8,Prepaid,Basic,484,2024-04-26,Active
SUB_01243,User_1243,Sharjah,3,Prepaid,Premium,77,2023-11-13,Suspended
SUB_01244,User_1244,Sharjah,6,Prepaid,Premium,241,2023-05-02,Suspended
SUB_01245,User_1245,Sharjah,7,Prepaid,Basic,298,2024-06-30,Active
SUB_01246,User_1246,Abu Dhabi,5,Prepaid,Standard,413,2024-08-03,Active
SUB_01247,User_1247,Dubai,8,Prepaid,Unlimited,262,2023-11-09,Active
SUB_01248,User_1248,Dubai,8,Prepaid,Premium,70,2024-05-01,Active
SUB_01249,User_1249,Ajman,4,Prepaid,Premium,204,2024-10-12,Suspended
SUB_01250,User_1250,Abu Dhabi,8,Prepaid,Basic,76,2023-01-12,Active
SUB_01251,User_1251,Sharjah,2,Postpaid,Basic,126,2023-05-05,Active
SUB_01252,User_1252,Abu Dhabi,6,Prepaid,Basic,355,2024-10-20,Active
SUB_01253,User_1253,Dubai,7,Prepaid,Basic,462,2023-03-18,Active
SUB_01254,User_1254,Dubai,2,Prepaid,Basic,472,2024-08-02,Active
SUB_01255,User_1255,Sharjah,1,Postpaid,Basic,106,2024-12-18,Churned
SUB_01256,User_1256,Abu Dhabi,5,Postpaid,Standard,168,2023-08-24,Active
SUB_01257,User_1257,Dubai,8,Prepaid,Standard,214,2024-07-24,Suspended
SUB_01258,User_1258,Abu Dhabi,1,Prepaid,Premium,113,2023-09-11,Active
SUB_01259,User_1259,Dubai,7,Prepaid,Basic,97,2024-02-10,Active
SUB_01260,User_1260,Abu Dhabi,6,Prepaid,Standard,199,2023-08-31,Active
SUB_01261,User_1261,Dubai,2,Prepaid,Basic,207,2024-04-05,Suspended
SUB_01262,User_1262,Sharjah,2,Postpaid,Standard,205,2023-10-04,Active
SUB_01263,User_1263,Dubai,5,Prepaid,Basic,200,2024-04-13,Active
SUB_01264,User_1264,Abu Dhabi,6,Postpaid,Unlimited,274,2023-08-08,Active
SUB_01265,User_1265,Dubai,8,Prepaid,Premium,309,2023-08-13,Suspended
SUB_01266,User_1266,Dubai,4,Postpaid,Standard,436,2023-04-11,Active
SUB_01267,User_1267,Abu Dhabi,4,Postpaid,Basic,305,2024-09-25,Active
SUB_01268,User_1268,Abu Dhabi,5,Prepaid,Standard,110,2024-12-30,Active
SUB_01269,User_1269,Abu Dhabi,6,Prepaid,Premium,401,2024-05-21,Active
SUB_01270,User_1270,Dubai,5,Prepaid,Basic,309,2024-08-09,Active
SUB_01271,User_1271,Sharjah,6,Prepaid,Standard,370,2023-11-27,Suspended
SUB_01272,User_1272,Ajman,7,Prepaid,Premium,445,2023-08-25,Active
SUB_01273,User_1273,Sharjah,7,Prepaid,Premium,446,2023-12-05,Suspended
SUB_01274,User_1274,Dubai,1,Prepaid,Premium,211,2024-05-20,Active
SUB_01275,User_1275,Abu Dhabi,8,Postpaid,Premium,429,2023-06-14,Active
SUB_01276,User_1276,Dubai,5,Prepaid,Unlimited,492,2024-10-30,Suspended
SUB_01277,User_1277,Dubai,8,Postpaid,Standard,398,2024-12-23,Active
SUB_01278,User_1278,Fujairah,6,Prepaid,Standard,80,2024-12-28,Active
SUB_01279,User_1279,Dubai,4,Postpaid,Premium,120,2023-08-06,Active
SUB_01280,User_1280,Abu Dhabi,8,Prepaid,Premium,446,2024-01-11,Active
SUB_01281,User_1281,Abu Dhabi,6,Prepaid,Unlimited,487,2023-01-12,Active
SUB_01282,User_1282,Sharjah,7,Postpaid,Basic,51,2024-03-07,Active
SUB_01283,User_1283,Abu Dhabi,6,Prepaid,Standard,466,2023-03-24,Active
SUB_01284,User_1284,Dubai,5,Postpaid,Basic,99,2024-03-06,Active
SUB_01285,User_1285,Dubai,1,Prepaid,Basic,184,2024-09-16,Active
SUB_01286,User_1286,Abu Dhabi,1,Prepaid,Basic,195,2024-04-22,Churned
SUB_01287,User_1287,Dubai,1,Prepaid,Premium,228,2024-12-07,Active
SUB_01288,User_1288,Abu Dhabi,1,Postpaid,Basic,313,2024-01-04,Active
SUB_01289,User_1289,Dubai,7,Prepaid,Premium,360,2024-10-14,Active
SUB_01290,User_1290,Dubai,3,Postpaid,Premium,253,2024-09-27,Active
SUB_01291,User_1291,Abu Dhabi,8,Postpaid,Basic,348,2023-05-21,Active
SUB_01292,User_1292,Dubai,5,Prepaid,Basic,236,2024-12-20,Active
SUB_01293,User_1293,Abu Dhabi,2,Prepaid,Standard,79,2024-09-18,Suspended
SUB_01294,User_1294,Sharjah,5,Postpaid,Premium,108,2024-12-18,Churned
SUB_01295,User_1295,Sharjah,3,Prepaid,Premium,58,2024-03-31,Active
SUB_01296,User_1296,Dubai,1,Prepaid,Premium,373,2024-05-16,Active
SUB_01297,User_1297,Dubai,3,Prepaid,Unlimited,216,2024-02-07,Active
SUB_01298,User_1298,Dubai,4,Prepaid,Standard,386,2023-10-15,Active
SUB_01299,User_1299,Abu Dhabi,4,Prepaid,Unlimited,444,2023-12-21,Active
SUB_01300,User_1300,Sharjah,8,Prepaid,Premium,428,2023-12-09,Active
SUB_01301,User_1301,Dubai,7,Postpaid,Premium,435,2023-05-29,Active
SUB_01302,User_1302,Ajman,5,Prepaid,Basic,328,2023-07-29,Active
SUB_01303,User_1303,Dubai,5,Prepaid,Unlimited,240,2023-04-22,Active
SUB_01304,User_1304,Abu Dhabi,2,Postpaid,Standard,291,2024-10-15,Active
SUB_01305,User_1305,Sharjah,7,Postpaid,Premium,327,2024-06-19,Active
SUB_01306,User_1306,Ajman,2,Postpaid,Basic,494,2023-02-18,Active
SUB_01307,User_1307,Sharjah,4,Prepaid,Standard,203,2023-11-27,Active
SUB_01308,User_1308,Sharjah,1,Postpaid,Basic,445,2023-12-31,Suspended
SUB_01309,User_1309,Dubai,3,Prepaid,Basic,209,2023-01-11,Churned
SUB_01310,User_1310,Sharjah,2,Prepaid,Basic,314,2023-07-07,Active
SUB_01311,User_1311,Dubai,6,Prepaid,Premium,284,2024-05-23,Active
SUB_01312,User_1312,Ajman,2,Prepaid,Basic,395,2024-08-02,Active
SUB_01313,User_1313,Abu Dhabi,1,Postpaid,Standard,248,2024-03-20,Active
SUB_01314,User_1314,Sharjah,1,Prepaid,Basic,82,2023-03-31,Active
SUB_01315,User_1315,Abu Dhabi,5,Postpaid,Standard,457,2024-09-13,Active
SUB_01316,User_1316,Abu Dhabi,3,Postpaid,Basic,138,2024-11-06,Active
SUB_01317,User_1317,Abu Dhabi,1,Prepaid,Basic,144,2024-03-23,Active
SUB_01318,User_1318,Sharjah,7,Prepaid,Standard,270,2024-12-18,Active
SUB_01319,User_1319,Dubai,2,Prepaid,Premium,118,2023-02-01,Active
SUB_01320,User_1320,Dubai,2,Prepaid,Basic,343,2023-11-23,Active
SUB_01321,User_1321,Dubai,4,Prepaid,Basic,286,2023-03-15,Active
SUB_01322,User_1322,Dubai,1,Postpaid,Basic,444,2023-09-08,Active
SUB_01323,User_1323,Ajman,6,Prepaid,Unlimited,209,2024-03-25,Active
SUB_01324,User_1324,Dubai,5,Prepaid,Standard,369,2023-12-21,Active
SUB_01325,User_1325,Fujairah,3,Postpaid,Standard,377,2024-06-16,Active
SUB_01326,User_1326,Dubai,6,Prepaid,Basic,325,2023-10-23,Active
SUB_01327,User_1327,Dubai,5,Postpaid,Standard,339,2023-10-25,Active
SUB_01328,User_1328,Sharjah,2,Prepaid,Basic,416,2023-11-24,Active
SUB_01329,User_1329,Sharjah,6,Prepaid,Basic,91,2023-10-29,Active
SUB_01330,User_1330,Abu Dhabi,5,Prepaid,Standard,441,2024-05-26,Active
