ticket_id,subscriber_id,ticket_date,ticket_channel,ticket_category,priority,status,resolution_date,sla_target_hours,assigned_team
TIC_700,SUB_02183,2025-12-18,Online Chat,Network Issue,Low,Resolved,1766192400000000000,48,Field Ops
TIC_701,SUB_00652,2025-09-08,Call Center,Network Issue,Medium,Resolved,1757408400000000000,72,Tier 1
TIC_702,SUB_00349,2025-10-08,Call Center,Technical Support,Low,Resolved,1760104800000000000,72,Tier 1
TIC_703,SUB_04848,2025-10-11,Call Center,Plan Change,Low,Resolved,1760310000000000000,24,Tier 2
TIC_704,SUB_01160,2025-10-15,Call Center,Billing Query,High,Resolved,1760529600000000000,48,Field Ops
TIC_705,SUB_02701,2025-10-02,App,Network Issue,Low,Resolved,1759518000000000000,24,Tier 2
TIC_706,SUB_00353,2025-11-23,App,Complaint,High,Resolved,1763946000000000000,72,Tier 2
TIC_707,SUB_02949,2025-09-21,Call Center,Technical Support,Low,Resolved,1758589200000000000,48,Tier 3
TIC_708,SUB_04676,2025-11-14,Online Chat,Plan Change,Low,Resolved,1763186400000000000,72,Tier 3
TIC_709,SUB_01914,2025-12-06,Online Chat,Technical Support,High,In Progress,,48,Tier 2
TIC_710,SUB_00393,2025-12-04,App,Plan Change,Low,Resolved,1765047600000000000,72,Field Ops
TIC_711,SUB_04627,2025-10-28,Call Center,Plan Change,Medium,Resolved,1761897600000000000,72,Field Ops
TIC_712,SUB_03265,2025-12-19,Call Center,Technical Support,Low,Resolved,1766386800000000000,24,Tier 1
TIC_713,SUB_04331,2025-09-24,Call Center,Network Issue,Medium,Resolved,1758884400000000000,24,Field Ops
TIC_714,SUB_00836,2025-10-07,Call Center,Network Issue,High,In Progress,,24,Tier 3
TIC_715,SUB_00466,2025-11-17,App,Plan Change,High,Resolved,1763391600000000000,72,Tier 3
TIC_716,SUB_01747,2025-12-29,Call Center,Billing Query,Medium,Resolved,1767078000000000000,72,Tier 3
TIC_717,SUB_02076,2025-09-12,App,Plan Change,Low,In Progress,,24,Field Ops
TIC_718,SUB_02013,2025-11-12,Online Chat,Complaint,Low,Resolved,1763139600000000000,72,Field Ops
TIC_719,SUB_02566,2025-10-08,App,Network Issue,Low,In Progress,,72,Tier 1
TIC_720,SUB_00795,2025-12-31,Retail Store,Technical Support,Medium,Open,,24,Tier 3
TIC_721,SUB_02416,2025-09-24,App,Plan Change,High,In Progress,,48,Tier 3
TIC_722,SUB_02606,2025-11-10,Call Center,Network Issue,Low,Resolved,1763038800000000000,24,Tier 2
TIC_723,SUB_03076,2025-11-24,Call Center,Network Issue,Low,Open,,72,Tier 1
TIC_724,SUB_02391,2025-12-22,Call Center,Plan Change,Low,Resolved,1766458800000000000,48,Field Ops
TIC_725,SUB_03486,2025-10-05,Call Center,Plan Change,Medium,Resolved,1759755600000000000,48,Field Ops
TIC_726,SUB_02093,2025-10-30,Online Chat,Network Issue,Low,Resolved,1761962400000000000,72,Field Ops
TIC_727,SUB_02874,2025-09-05,Retail Store,Complaint,Medium,In Progress,,24,Field Ops
TIC_728,SUB_02622,2025-09-12,Online Chat,Technical Support,Low,Resolved,1757750400000000000,48,Tier 1
TIC_729,SUB_00566,2025-11-10,Online Chat,Plan Change,High,Escalated,,24,Field Ops
TIC_730,SUB_03864,2025-12-24,Online Chat,Plan Change,Medium,Resolved,1766840400000000000,48,Tier 1
TIC_731,SUB_03147,2025-11-04,Online Chat,Billing Query,Medium,In Progress,,48,Field Ops
TIC_732,SUB_01438,2025-11-13,Retail Store,Plan Change,Low,Resolved,1763078400000000000,24,Field Ops
TIC_733,SUB_03802,2025-12-28,App,Complaint,High,Escalated,,72,Tier 2
TIC_734,SUB_03408,2025-11-28,Call Center,Complaint,Critical,Resolved,1764381600000000000,72,Tier 2
TIC_735,SUB_02489,2025-11-30,App,Plan Change,High,Open,,48,Field Ops
TIC_736,SUB_02229,2025-09-15,App,Technical Support,Low,Resolved,1758171600000000000,48,Tier 1
TIC_737,SUB_04734,2025-12-07,App,Technical Support,High,Resolved,1765378800000000000,48,Tier 1
TIC_738,SUB_04206,2025-09-06,Online Chat,Plan Change,Medium,Resolved,1757167200000000000,72,Tier 3
TIC_739,SUB_01409,2025-12-01,App,Plan Change,Low,Resolved,1764784800000000000,72,Tier 1
TIC_740,SUB_01324,2025-09-21,Call Center,Complaint,Low,Resolved,1758560400000000000,24,Tier 1
TIC_741,SUB_02315,2025-12-22,App,Billing Query,Low,Resolved,1766448000000000000,24,Field Ops
TIC_742,SUB_02892,2025-11-27,Retail Store,Plan Change,High,Resolved,1764324000000000000,24,Field Ops
TIC_743,SUB_02748,2025-11-22,Online Chat,Technical Support,Low,Resolved,1764057600000000000,48,Field Ops
TIC_744,SUB_00847,2025-10-16,Call Center,Plan Change,High,Resolved,1760781600000000000,48,Tier 2
TIC_745,SUB_03262,2025-11-02,App,Network Issue,Low,Open,,72,Tier 3
TIC_746,SUB_02940,2025-10-15,Call Center,Complaint,Medium,Resolved,1760792400000000000,48,Tier 1
TIC_747,SUB_04280,2025-10-25,Online Chat,Complaint,High,Resolved,1761526800000000000,72,Field Ops
TIC_748,SUB_00971,2025-09-23,App,Billing Query,High,Resolved,1758927600000000000,48,Field Ops
TIC_749,SUB_03715,2025-12-29,Retail Store,Technical Support,Medium,In Progress,,72,Tier 3
TIC_750,SUB_01410,2025-09-08,App,Plan Change,Low,In Progress,,48,Field Ops
TIC_751,SUB_04268,2025-10-26,Call Center,Billing Query,Low,Escalated,,48,Tier 3
TIC_752,SUB_00595,2025-12-29,Call Center,Technical Support,High,In Progress,,48,Tier 3
TIC_753,SUB_02912,2025-10-29,Online Chat,Complaint,Low,Resolved,1761951600000000000,24,Field Ops
TIC_754,SUB_03159,2025-11-14,App,Network Issue,Critical,Resolved,1763096400000000000,48,Tier 3
TIC_755,SUB_04012,2025-11-09,Online Chat,Plan Change,Critical,In Progress,,72,Tier 1
TIC_756,SUB_02037,2025-12-24,App,Technical Support,Low,In Progress,,48,Field Ops
TIC_757,SUB_01037,2025-11-15,Online Chat,Technical Support,Low,In Progress,,24,Tier 1
TIC_758,SUB_01063,2025-11-01,Call Center,Plan Change,Medium,Resolved,1762009200000000000,48,Tier 1
TIC_759,SUB_04485,2025-09-07,App,Complaint,Low,Resolved,1757455200000000000,24,Field Ops
TIC_760,SUB_02824,2025-12-05,App,Billing Query,Medium,Resolved,1765162800000000000,48,Tier 1
TIC_761,SUB_04275,2025-10-20,App,Plan Change,Low,Resolved,1761073200000000000,72,Field Ops
TIC_762,SUB_04784,2025-10-23,Online Chat,Technical Support,Low,Resolved,1761390000000000000,24,Tier 1
TIC_763,SUB_01832,2025-12-12,Call Center,Complaint,Medium,Resolved,1765818000000000000,24,Tier 3
TIC_764,SUB_01708,2025-09-23,Call Center,Plan Change,Low,Resolved,1758823200000000000,48,Field Ops
TIC_765,SUB_03549,2025-12-22,Online Chat,Billing Query,Critical,In Progress,,48,Tier 3
TIC_766,SUB_01077,2025-12-04,Call Center,Complaint,Low,Escalated,,72,Field Ops
TIC_767,SUB_03156,2025-10-25,App,Network Issue,High,Resolved,1761624000000000000,72,Field Ops
TIC_768,SUB_02117,2025-11-10,Call Center,Network Issue,Low,Resolved,1762858800000000000,72,Tier 1
TIC_769,SUB_03015,2025-12-30,Call Center,Billing Query,Medium,In Progress,,24,Tier 2
TIC_770,SUB_02846,2025-11-24,App,Plan Change,Critical,Resolved,1764046800000000000,24,Tier 1
TIC_771,SUB_00135,2025-12-31,Online Chat,Complaint,Low,Resolved,1767268800000000000,72,Tier 1
TIC_772,SUB_01787,2025-11-19,App,Technical Support,Medium,Resolved,1763568000000000000,24,Tier 2
TIC_773,SUB_00203,2025-11-04,Retail Store,Billing Query,Low,Escalated,,72,Tier 3
TIC_774,SUB_04385,2025-10-29,Online Chat,Technical Support,Low,Escalated,,24,Tier 1
TIC_775,SUB_00836,2025-12-29,Call Center,Network Issue,Low,Escalated,,48,Field Ops
TIC_776,SUB_04403,2025-10-24,Online Chat,Plan Change,High,Resolved,1761318000000000000,24,Tier 2
TIC_777,SUB_03587,2025-09-05,Call Center,Billing Query,Medium,Resolved,1757174400000000000,48,Field Ops
TIC_778,SUB_04248,2025-12-24,Call Center,Technical Support,Medium,Escalated,,72,Tier 3
TIC_779,SUB_02071,2025-09-07,Retail Store,Network Issue,Low,In Progress,,24,Field Ops
TIC_780,SUB_03635,2025-12-16,Call Center,Billing Query,Low,Escalated,,72,Field Ops
TIC_781,SUB_02875,2025-10-17,App,Technical Support,Medium,In Progress,,72,Tier 2
TIC_782,SUB_00042,2025-10-09,Online Chat,Plan Change,Low,Escalated,,48,Tier 3
TIC_783,SUB_03208,2025-12-18,Call Center,Billing Query,Medium,Resolved,1766289600000000000,72,Tier 2
TIC_784,SUB_00282,2025-10-01,Retail Store,Network Issue,Low,Resolved,1759381200000000000,72,Tier 3
TIC_785,SUB_00338,2025-11-29,Online Chat,Billing Query,Medium,Resolved,1764608400000000000,72,Tier 1
TIC_786,SUB_02176,2025-11-19,Retail Store,Billing Query,High,Escalated,,72,Tier 2
TIC_787,SUB_00940,2025-11-20,Call Center,Plan Change,High,Resolved,1763632800000000000,72,Tier 2
TIC_788,SUB_00816,2025-11-16,Online Chat,Billing Query,Medium,Resolved,1763449200000000000,72,Tier 1
TIC_789,SUB_02825,2025-11-15,Call Center,Network Issue,Medium,Resolved,1763442000000000000,24,Tier 2
TIC_790,SUB_04606,2025-09-12,App,Billing Query,Medium,Open,,72,Field Ops
TIC_791,SUB_02443,2025-10-05,Call Center,Complaint,Medium,Resolved,1759651200000000000,48,Tier 1
TIC_792,SUB_00490,2025-12-30,App,Technical Support,Low,Open,,72,Field Ops
TIC_793,SUB_00088,2025-09-21,Online Chat,Technical Support,High,In Progress,,48,Tier 2
TIC_794,SUB_04504,2025-09-18,Call Center,Complaint,Low,Resolved,1758351600000000000,48,Tier 2
TIC_795,SUB_01056,2025-10-23,App,Billing Query,Medium,Resolved,1761249600000000000,48,Tier 2
TIC_796,SUB_04129,2025-11-29,App,Plan Change,Medium,Resolved,1764716400000000000,72,Tier 3
TIC_797,SUB_01896,2025-10-24,Call Center,Complaint,Low,Open,,24,Tier 2
TIC_798,SUB_00465,2025-11-03,App,Complaint,Low,Resolved,1762448400000000000,72,Tier 1
TIC_799,SUB_03162,2025-11-18,Call Center,Technical Support,Medium,Open,,24,Tier 3
TIC_800,SUB_04781,2025-10-05,App,Technical Support,Medium,Resolved,1759698000000000000,72,Field Ops
TIC_801,SUB_04001,2025-12-04,Call Center,Technical Support,Medium,Open,,48,Tier 2
TIC_802,SUB_02242,2025-11-14,App,Billing Query,Medium,Open,,72,Tier 2
TIC_803,SUB_04373,2025-10-29,Online Chat,Technical Support,Medium,Resolved,1761937200000000000,48,Tier 1
TIC_804,SUB_04439,2025-09-26,Retail Store,Complaint,Low,Resolved,1758880800000000000,24,Tier 3
TIC_805,SUB_04758,2025-09-10,Call Center,Network Issue,Medium,Escalated,,72,Tier 2
TIC_806,SUB_02881,2025-11-04,Call Center,Plan Change,Medium,Resolved,1762358400000000000,24,Tier 2
TIC_807,SUB_00288,2025-12-14,Call Center,Billing Query,Medium,Resolved,1765818000000000000,72,Tier 3
TIC_808,SUB_02582,2025-10-04,App,Billing Query,Medium,Resolved,1759719600000000000,48,Tier 1
TIC_809,SUB_04165,2025-11-25,Call Center,Technical Support,Medium,Escalated,,48,Tier 3
TIC_810,SUB_03837,2025-12-03,App,Billing Query,Medium,Resolved,1765044000000000000,72,Tier 1
TIC_811,SUB_02484,2025-11-10,App,Network Issue,Critical,Resolved,1762797600000000000,24,Tier 2
TIC_812,SUB_02328,2025-11-01,App,Complaint,High,Resolved,1762027200000000000,24,Tier 3
TIC_813,SUB_04601,2025-09-07,Call Center,Complaint,Low,Resolved,1757300400000000000,48,Field Ops
TIC_814,SUB_04065,2025-10-16,Online Chat,Billing Query,High,Resolved,1760727600000000000,24,Tier 3
TIC_815,SUB_02396,2025-11-09,Retail Store,Technical Support,Low,Resolved,1762898400000000000,48,Field Ops
TIC_816,SUB_03759,2025-09-10,Online Chat,Billing Query,Low,Resolved,1757592000000000000,72,Field Ops
TIC_817,SUB_03413,2025-10-13,Retail Store,Billing Query,Low,Resolved,1760616000000000000,48,Tier 3
TIC_818,SUB_04787,2025-10-16,Online Chat,Plan Change,High,Resolved,1760792400000000000,72,Field Ops
TIC_819,SUB_02003,2025-12-12,Retail Store,Plan Change,High,Resolved,1765641600000000000,72,Field Ops
TIC_820,SUB_04669,2025-10-26,Retail Store,Complaint,High,Open,,24,Field Ops
TIC_821,SUB_03576,2025-09-21,Online Chat,Technical Support,High,Resolved,1758474000000000000,24,Field Ops
TIC_822,SUB_00594,2025-11-19,Call Center,Complaint,Low,Resolved,1763683200000000000,72,Tier 2
TIC_823,SUB_02220,2025-11-04,App,Billing Query,Low,Resolved,1762326000000000000,72,Tier 2
TIC_824,SUB_02807,2025-09-20,Online Chat,Complaint,High,Resolved,1758488400000000000,48,Field Ops
TIC_825,SUB_04556,2025-12-18,Call Center,Plan Change,Medium,Resolved,1766163600000000000,48,Tier 1
TIC_826,SUB_00241,2025-12-20,Online Chat,Network Issue,Low,Resolved,1766307600000000000,72,Tier 2
TIC_827,SUB_01569,2025-11-29,Retail Store,Network Issue,Low,Resolved,1764694800000000000,24,Field Ops
TIC_828,SUB_00783,2025-10-12,Call Center,Billing Query,Low,Resolved,1760324400000000000,24,Field Ops
TIC_829,SUB_02045,2025-10-11,Online Chat,Billing Query,Low,Resolved,1760158800000000000,48,Tier 1
TIC_830,SUB_00972,2025-09-16,App,Billing Query,Medium,Open,,72,Field Ops
TIC_831,SUB_01202,2025-12-20,Call Center,Complaint,Low,Open,,48,Tier 3
TIC_832,SUB_01657,2025-11-17,App,Complaint,Low,In Progress,,24,Tier 3
TIC_833,SUB_04902,2025-12-06,App,Plan Change,Medium,Resolved,1765321200000000000,48,Tier 3
TIC_834,SUB_02658,2025-12-04,App,Complaint,High,Resolved,1765015200000000000,48,Tier 2
TIC_835,SUB_04620,2025-10-16,Call Center,Plan Change,Medium,Resolved,1760745600000000000,24,Field Ops
TIC_836,SUB_00286,2025-09-22,Retail Store,Network Issue,Low,Resolved,1758769200000000000,24,Field Ops
TIC_837,SUB_01803,2025-12-20,Call Center,Complaint,Medium,Resolved,1766412000000000000,24,Field Ops
TIC_838,SUB_04169,2025-11-05,Retail Store,Plan Change,Medium,Open,,72,Tier 3
TIC_839,SUB_03116,2025-12-28,App,Billing Query,Low,Escalated,,72,Field Ops
TIC_840,SUB_04270,2025-10-09,Retail Store,Network Issue,Low,Resolved,1760018400000000000,48,Field Ops
TIC_841,SUB_01607,2025-11-05,Online Chat,Plan Change,Medium,Resolved,1762570800000000000,48,Tier 2
TIC_842,SUB_02495,2025-12-22,Online Chat,Plan Change,High,Resolved,1766422800000000000,48,Field Ops
TIC_843,SUB_02074,2025-11-13,Online Chat,Plan Change,Low,Resolved,1763323200000000000,48,Tier 1
TIC_844,SUB_01307,2025-11-17,Call Center,Network Issue,Medium,Resolved,1763463600000000000,72,Tier 1
TIC_845,SUB_02343,2025-11-15,Call Center,Technical Support,Medium,Resolved,1763179200000000000,48,Field Ops
TIC_846,SUB_00389,2025-09-08,App,Complaint,Medium,Resolved,1757412000000000000,48,Tier 2
TIC_847,SUB_01509,2025-10-19,App,Network Issue,High,Resolved,1761141600000000000,24,Field Ops
TIC_848,SUB_03785,2025-09-20,App,Billing Query,Medium,Resolved,1758520800000000000,72,Tier 3
TIC_849,SUB_01758,2025-12-04,Call Center,Network Issue,High,Resolved,1764950400000000000,48,Tier 1
TIC_850,SUB_03620,2025-12-20,Retail Store,Billing Query,Low,Resolved,1766376000000000000,24,Tier 3
TIC_851,SUB_00513,2025-12-10,Retail Store,Network Issue,Low,Resolved,1765566000000000000,72,Tier 1
TIC_852,SUB_01076,2025-10-29,Call Center,Billing Query,High,Resolved,1761786000000000000,24,Tier 3
TIC_853,SUB_04872,2025-10-08,Retail Store,Plan Change,Low,Resolved,1759950000000000000,24,Tier 2
TIC_854,SUB_03841,2025-11-17,Call Center,Technical Support,Critical,Resolved,1763391600000000000,72,Field Ops
TIC_855,SUB_03914,2025-12-17,Call Center,Complaint,Low,Resolved,1765990800000000000,24,Tier 2
TIC_856,SUB_00934,2025-10-13,App,Technical Support,High,Resolved,1760414400000000000,48,Tier 3
TIC_857,SUB_00315,2025-10-29,Call Center,Network Issue,Low,Resolved,1761973200000000000,24,Field Ops
TIC_858,SUB_02371,2025-09-20,Call Center,Complaint,Low,Resolved,1758535200000000000,72,Tier 1
TIC_859,SUB_00490,2025-10-27,App,Technical Support,Medium,In Progress,,72,Tier 1
TIC_860,SUB_04359,2025-11-12,App,Complaint,Low,Resolved,1763172000000000000,72,Tier 2
TIC_861,SUB_00034,2025-10-14,Call Center,Plan Change,Low,Resolved,1760576400000000000,72,Tier 1
TIC_862,SUB_02858,2025-10-14,Retail Store,Technical Support,High,Resolved,1760558400000000000,48,Tier 3
TIC_863,SUB_03190,2025-10-06,App,Complaint,Medium,Resolved,1759852800000000000,24,Tier 2
TIC_864,SUB_04832,2025-10-11,Retail Store,Complaint,Low,Open,,48,Tier 3
TIC_865,SUB_01440,2025-09-30,Online Chat,Complaint,Medium,In Progress,,24,Tier 2
TIC_866,SUB_04037,2025-11-19,Call Center,Complaint,High,Resolved,1763690400000000000,72,Tier 3
TIC_867,SUB_03597,2025-11-29,Call Center,Billing Query,Low,Escalated,,24,Tier 2
TIC_868,SUB_04458,2025-09-30,Call Center,Billing Query,High,Open,,48,Tier 1
TIC_869,SUB_01676,2025-11-25,App,Billing Query,High,Escalated,,48,Tier 3
TIC_870,SUB_03669,2025-12-15,Online Chat,Plan Change,Low,Resolved,1765947600000000000,48,Field Ops
TIC_871,SUB_00165,2025-12-06,Online Chat,Plan Change,Critical,Open,,24,Tier 2
TIC_872,SUB_01456,2025-11-19,Call Center,Technical Support,Low,Resolved,1763629200000000000,48,Tier 2
TIC_873,SUB_01962,2025-11-04,App,Billing Query,High,Escalated,,48,Tier 3
TIC_874,SUB_04247,2025-12-23,Online Chat,Technical Support,High,Escalated,,24,Tier 2
TIC_875,SUB_04593,2025-12-11,Retail Store,Complaint,Medium,Resolved,1765731600000000000,48,Tier 2
TIC_876,SUB_01244,2025-09-19,Online Chat,Network Issue,Low,Escalated,,24,Tier 2
TIC_877,SUB_02282,2025-09-07,Online Chat,Complaint,Medium,In Progress,,48,Tier 2
TIC_878,SUB_01811,2025-10-28,App,Technical Support,Low,Resolved,1761886800000000000,72,Tier 1
TIC_879,SUB_01568,2025-10-30,App,Network Issue,Low,Resolved,1761926400000000000,24,Tier 2
TIC_880,SUB_00650,2025-10-20,Call Center,Plan Change,Low,Open,,48,Tier 3
TIC_881,SUB_02898,2025-09-13,Call Center,Network Issue,Medium,Resolved,1757822400000000000,72,Tier 2
TIC_882,SUB_04844,2025-12-05,Call Center,Complaint,Medium,Escalated,,24,Tier 3
TIC_883,SUB_03430,2025-10-15,Retail Store,Technical Support,Low,Resolved,1760544000000000000,48,Tier 2
TIC_884,SUB_01850,2025-11-26,Call Center,Billing Query,Medium,Resolved,1764165600000000000,24,Tier 2
TIC_885,SUB_02289,2025-11-03,Call Center,Complaint,Low,Resolved,1762398000000000000,72,Tier 1
TIC_886,SUB_03504,2025-09-28,Call Center,Technical Support,Low,Open,,48,Field Ops
TIC_887,SUB_00432,2025-11-16,Call Center,Complaint,Low,Resolved,1763337600000000000,24,Tier 2
TIC_888,SUB_04983,2025-09-24,Online Chat,Network Issue,Medium,Resolved,1758841200000000000,48,Tier 2
TIC_889,SUB_00535,2025-12-02,Call Center,Plan Change,Medium,In Progress,,72,Tier 1
TIC_890,SUB_01690,2025-10-11,Call Center,Network Issue,Medium,Resolved,1760166000000000000,24,Tier 2
TIC_891,SUB_00872,2025-12-15,Online Chat,Billing Query,High,Open,,72,Tier 1
TIC_892,SUB_01136,2025-09-18,Retail Store,Technical Support,Medium,Resolved,1758355200000000000,48,Tier 1
TIC_893,SUB_01013,2025-10-12,Call Center,Network Issue,Low,Escalated,,72,Tier 1
TIC_894,SUB_00762,2025-11-10,Call Center,Technical Support,Medium,Resolved,1762815600000000000,72,Tier 1
TIC_895,SUB_04119,2025-09-09,App,Complaint,Low,Resolved,1757667600000000000,24,Tier 3
TIC_896,SUB_02994,2025-11-15,Retail Store,Network Issue,Medium,Escalated,,24,Tier 2
TIC_897,SUB_00182,2025-10-01,Retail Store,Network Issue,Low,Resolved,1759323600000000000,48,Field Ops
TIC_898,SUB_01592,2025-10-05,Online Chat,Billing Query,High,Resolved,1759906800000000000,72,Tier 2
TIC_899,SUB_04423,2025-11-25,Call Center,Network Issue,Low,Resolved,1764327600000000000,72,Tier 2
TIC_900,SUB_02572,2025-09-24,Retail Store,Plan Change,Low,Resolved,1758801600000000000,24,Tier 2
TIC_901,SUB_00759,2025-10-01,Online Chat,Technical Support,Medium,Resolved,1759291200000000000,24,Tier 1
TIC_902,SUB_01686,2025-12-18,Call Center,Complaint,Medium,Open,,48,Tier 3
TIC_903,SUB_01937,2025-11-26,Online Chat,Plan Change,Low,Resolved,1764432000000000000,72,Field Ops
TIC_904,SUB_02125,2025-11-27,Call Center,Plan Change,Low,In Progress,,72,Tier 2
TIC_905,SUB_00358,2025-11-04,App,Network Issue,Medium,Resolved,1762524000000000000,24,Tier 3
TIC_906,SUB_00176,2025-11-12,Online Chat,Plan Change,Medium,Escalated,,72,Tier 1
TIC_907,SUB_01230,2025-12-26,Call Center,Complaint,Low,Resolved,1767020400000000000,72,Field Ops
TIC_908,SUB_04807,2025-10-31,Retail Store,Plan Change,Medium,Resolved,1762056000000000000,48,Tier 3
TIC_909,SUB_04658,2025-10-31,Call Center,Plan Change,Low,Resolved,1762102800000000000,24,Tier 2
TIC_910,SUB_01211,2025-11-24,Call Center,Network Issue,Low,Open,,24,Field Ops
TIC_911,SUB_00967,2025-09-08,App,Technical Support,Medium,Resolved,1757592000000000000,24,Tier 2
TIC_912,SUB_03547,2025-10-08,Retail Store,Technical Support,High,In Progress,,24,Tier 2
TIC_913,SUB_02833,2025-10-01,Call Center,Billing Query,Low,Open,,48,Tier 1
TIC_914,SUB_01390,2025-12-23,Call Center,Technical Support,High,Resolved,1766656800000000000,48,Field Ops
TIC_915,SUB_01867,2025-12-19,Call Center,Plan Change,High,In Progress,,72,Tier 1
TIC_916,SUB_03721,2025-10-13,Call Center,Billing Query,Medium,Resolved,1760425200000000000,48,Tier 3
TIC_917,SUB_04903,2025-09-12,Retail Store,Billing Query,High,Resolved,1757966400000000000,48,Tier 3
TIC_918,SUB_03395,2025-09-12,Online Chat,Network Issue,Critical,Resolved,1757944800000000000,24,Tier 3
TIC_919,SUB_03960,2025-09-17,Call Center,Billing Query,Low,Escalated,,72,Tier 3
TIC_920,SUB_01645,2025-09-10,Online Chat,Network Issue,High,Resolved,1757584800000000000,24,Tier 1
TIC_921,SUB_01680,2025-12-09,App,Complaint,Low,Resolved,1765270800000000000,24,Tier 1
TIC_922,SUB_00125,2025-09-27,Call Center,Billing Query,Medium,Resolved,1759215600000000000,48,Field Ops
TIC_923,SUB_04155,2025-09-13,Online Chat,Network Issue,Medium,In Progress,,72,Field Ops
TIC_924,SUB_00213,2025-11-29,App,Complaint,High,Resolved,1764450000000000000,72,Tier 2
TIC_925,SUB_04377,2025-11-08,Retail Store,Complaint,Low,Resolved,1762671600000000000,48,Field Ops
TIC_926,SUB_01413,2025-11-17,Call Center,Network Issue,High,Resolved,1763510400000000000,24,Tier 1
TIC_927,SUB_01790,2025-11-14,Call Center,Billing Query,Medium,Resolved,1763211600000000000,24,Field Ops
TIC_928,SUB_00480,2025-10-08,Call Center,Complaint,Low,Resolved,1760119200000000000,48,Field Ops
TIC_929,SUB_02789,2025-10-25,Retail Store,Technical Support,High,Resolved,1761570000000000000,72,Tier 1
TIC_930,SUB_00148,2025-11-01,Call Center,Technical Support,High,Resolved,1762171200000000000,72,Tier 1
TIC_931,SUB_01377,2025-09-24,App,Billing Query,Critical,Resolved,1758823200000000000,48,Tier 1
TIC_932,SUB_02148,2025-09-17,Call Center,Complaint,Low,Escalated,,24,Tier 1
TIC_933,SUB_04896,2025-11-10,Call Center,Network Issue,Low,Escalated,,48,Tier 2
TIC_934,SUB_01388,2025-11-16,Call Center,Billing Query,Low,Resolved,1763402400000000000,72,Tier 2
TIC_935,SUB_01197,2025-11-18,Online Chat,Technical Support,High,Resolved,1763755200000000000,72,Tier 2
TIC_936,SUB_04946,2025-10-18,Online Chat,Complaint,High,Resolved,1760972400000000000,72,Tier 2
TIC_937,SUB_02688,2025-11-13,Call Center,Technical Support,Low,Escalated,,72,Tier 2
TIC_938,SUB_03849,2025-11-25,Retail Store,Plan Change,Low,Escalated,,48,Tier 2
TIC_939,SUB_00664,2025-11-21,Call Center,Plan Change,Medium,Resolved,1763820000000000000,24,Tier 1
TIC_940,SUB_04943,2025-12-10,App,Network Issue,Medium,Resolved,1765479600000000000,48,Tier 1
TIC_941,SUB_00237,2025-11-20,Call Center,Network Issue,Medium,Resolved,1763665200000000000,48,Tier 1
TIC_942,SUB_01015,2025-11-04,Online Chat,Network Issue,Low,Escalated,,24,Tier 3
TIC_943,SUB_00827,2025-11-10,Call Center,Complaint,High,Resolved,1762786800000000000,72,Field Ops
TIC_944,SUB_02314,2025-11-09,Call Center,Network Issue,Low,Resolved,1762938000000000000,24,Tier 1
TIC_945,SUB_04394,2025-11-13,App,Technical Support,Critical,Resolved,1763175600000000000,72,Tier 1
TIC_946,SUB_00871,2025-12-19,Retail Store,Billing Query,High,Resolved,1766347200000000000,72,Tier 1
TIC_947,SUB_01130,2025-10-31,Call Center,Plan Change,Critical,Resolved,1762066800000000000,48,Field Ops
TIC_948,SUB_02185,2025-11-26,Retail Store,Network Issue,Medium,Open,,24,Tier 3
TIC_949,SUB_04266,2025-11-10,Online Chat,Network Issue,Medium,Resolved,1762916400000000000,48,Field Ops
TIC_950,SUB_04378,2025-11-21,App,Billing Query,Low,Open,,24,Tier 1
TIC_951,SUB_02797,2025-11-25,Online Chat,Billing Query,Low,Resolved,1764324000000000000,24,Tier 3
TIC_952,SUB_00790,2025-12-13,App,Network Issue,High,Open,,48,Tier 3
TIC_953,SUB_00259,2025-09-19,Online Chat,Billing Query,Medium,Resolved,1758373200000000000,24,Field Ops
TIC_954,SUB_01518,2025-09-17,Retail Store,Network Issue,Low,Resolved,1758391200000000000,24,Tier 1
TIC_955,SUB_02955,2025-11-04,Call Center,Plan Change,High,Escalated,,24,Field Ops
TIC_956,SUB_00824,2025-09-04,Call Center,Technical Support,Low,Resolved,1757235600000000000,24,Tier 2
TIC_957,SUB_01214,2025-12-08,App,Complaint,Medium,Resolved,1765198800000000000,24,Field Ops
TIC_958,SUB_00168,2025-10-30,Call Center,Billing Query,Medium,In Progress,,48,Field Ops
TIC_959,SUB_00462,2025-09-23,Online Chat,Plan Change,Low,Resolved,1758884400000000000,24,Tier 2
TIC_960,SUB_00493,2025-11-07,Call Center,Plan Change,Medium,Resolved,1762704000000000000,24,Field Ops
TIC_961,SUB_02960,2025-12-28,App,Billing Query,Low,In Progress,,48,Field Ops
TIC_962,SUB_02044,2025-12-07,Retail Store,Plan Change,High,Escalated,,48,Field Ops
TIC_963,SUB_01378,2025-11-01,App,Network Issue,High,Resolved,1762131600000000000,48,Tier 2
TIC_964,SUB_02101,2025-12-01,App,Complaint,Low,In Progress,,24,Tier 2
TIC_965,SUB_01858,2025-12-11,Call Center,Network Issue,Medium,Escalated,,48,Tier 3
TIC_966,SUB_00115,2025-09-29,App,Billing Query,High,Resolved,1759165200000000000,24,Tier 3
