bill_id,subscriber_id,billing_month,bill_amount,payment_status,payment_date,credit_adjustment,adjustment_reason
BILL_1302,SUB_00435,2025-11-01,186.1348024320473,Paid,2026-01-08,0,
BILL_1303,SUB_00435,2025-12-01,159.8411376873408,Paid,2026-01-14,0,Promo
BILL_1304,SUB_00435,2026-01-01,182.7921043449781,Overdue,2026-01-06,50,Promo
BILL_1305,SUB_00436,2025-11-01,403.57121929269056,Paid,2026-01-19,10,
BILL_1306,SUB_00436,2025-12-01,380.78028427960936,Overdue,2026-01-20,0,Service Issue
BILL_1307,SUB_00436,2026-01-01,344.02164494690675,Paid,2026-01-12,50,
BILL_1308,SUB_00437,2025-11-01,275.2906818293043,Paid,2026-01-07,0,Service Issue
BILL_1309,SUB_00437,2025-12-01,330.55352997307955,Paid,2026-01-05,0,Service Issue
BILL_1310,SUB_00437,2026-01-01,362.6769457988622,Overdue,2026-01-04,10,
BILL_1311,SUB_00438,2025-11-01,287.9144717201315,Overdue,2026-01-07,10,Service Issue
BILL_1312,SUB_00438,2025-12-01,306.0439393859443,Paid,2026-01-16,20,
BILL_1313,SUB_00438,2026-01-01,274.34222883471557,Paid,2026-01-04,0,
BILL_1314,SUB_00439,2025-11-01,494.67074142686727,Paid,2026-01-18,50,
BILL_1315,SUB_00439,2025-12-01,527.11327282766,Overdue,2026-01-03,20,Service Issue
BILL_1316,SUB_00439,2026-01-01,504.71857404307525,Paid,2026-01-17,0,
BILL_1317,SUB_00440,2025-11-01,407.37955347574035,Paid,2026-01-18,10,Service Issue
BILL_1318,SUB_00440,2025-12-01,340.3595442962484,Overdue,2026-01-12,50,Service Issue
BILL_1319,SUB_00440,2026-01-01,406.59083571778797,Partial,2026-01-05,0,Promo
BILL_1320,SUB_00441,2025-11-01,515.9244317460001,Paid,2026-01-13,50,Promo
BILL_1321,SUB_00441,2025-12-01,564.8255971648773,Overdue,2026-01-09,0,
BILL_1322,SUB_00441,2026-01-01,401.34930119016605,Partial,2026-01-04,20,
BILL_1323,SUB_00442,2025-11-01,409.3092668146845,Pending,2026-01-12,0,Service Issue
BILL_1324,SUB_00442,2025-12-01,438.5881621471964,Paid,2026-01-14,10,
BILL_1325,SUB_00442,2026-01-01,334.8271131810528,Paid,2026-01-10,10,
BILL_1326,SUB_00443,2025-11-01,304.5084251883872,Pending,2026-01-16,50,Promo
BILL_1327,SUB_00443,2025-12-01,323.17481930638263,Paid,2026-01-13,0,
BILL_1328,SUB_00443,2026-01-01,261.7414078859737,Paid,2026-01-11,50,
BILL_1329,SUB_00444,2025-11-01,59.650108932078524,Paid,2026-01-05,0,
BILL_1330,SUB_00444,2025-12-01,63.72403941878065,Paid,2026-01-08,10,
BILL_1331,SUB_00444,2026-01-01,62.47535868433714,Paid,2026-01-10,20,Service Issue
BILL_1332,SUB_00445,2025-11-01,316.4821937993635,Partial,2026-01-07,0,
BILL_1333,SUB_00445,2025-12-01,325.7139096228562,Paid,2026-01-08,10,
BILL_1334,SUB_00445,2026-01-01,325.9924131080369,Paid,2026-01-18,10,Service Issue
BILL_1335,SUB_00446,2025-11-01,286.8555704172954,Paid,2026-01-05,0,Promo
BILL_1336,SUB_00446,2025-12-01,284.77556950335054,Paid,2026-01-03,0,Promo
BILL_1337,SUB_00446,2026-01-01,347.7137982641662,Paid,2026-01-18,10,Service Issue
BILL_1338,SUB_00447,2025-11-01,482.64684681662874,Pending,2026-01-08,0,
BILL_1339,SUB_00447,2025-12-01,518.5219134794472,Paid,2026-01-12,0,
BILL_1340,SUB_00447,2026-01-01,388.3125003702792,Paid,2026-01-19,10,Promo
BILL_1341,SUB_00448,2025-11-01,313.1369939214217,Overdue,2026-01-08,0,
BILL_1342,SUB_00448,2025-12-01,292.79572298742397,Paid,2026-01-19,0,Service Issue
BILL_1343,SUB_00448,2026-01-01,359.09235315522403,Overdue,2026-01-20,0,
BILL_1344,SUB_00449,2025-11-01,70.40251807965748,Paid,2026-01-15,10,
BILL_1345,SUB_00449,2025-12-01,74.6007202414967,Overdue,2026-01-09,50,
BILL_1346,SUB_00449,2026-01-01,53.20710518255756,Paid,2026-01-08,20,
BILL_1347,SUB_00450,2025-11-01,153.45444481155627,Overdue,2026-01-02,0,
BILL_1348,SUB_00450,2025-12-01,143.2564710618002,Paid,2026-01-07,0,
BILL_1349,SUB_00450,2026-01-01,159.3300016364779,Paid,2026-01-05,20,
BILL_1350,SUB_00451,2025-11-01,297.85067820198753,Paid,2026-01-17,0,
BILL_1351,SUB_00451,2025-12-01,301.7768384547468,Paid,2026-01-16,50,Service Issue
BILL_1352,SUB_00451,2026-01-01,243.74996485591737,Partial,2026-01-19,50,
BILL_1353,SUB_00452,2025-11-01,72.5838219289783,Paid,2026-01-19,0,
BILL_1354,SUB_00452,2025-12-01,61.82940461645736,Paid,2026-01-09,10,
BILL_1355,SUB_00452,2026-01-01,54.935674683263926,Paid,2026-01-11,0,
BILL_1356,SUB_00453,2025-11-01,338.0691197859865,Pending,2026-01-06,0,Service Issue
BILL_1357,SUB_00453,2025-12-01,483.81192562684174,Paid,2026-01-08,10,Service Issue
BILL_1358,SUB_00453,2026-01-01,383.818244575263,Paid,2026-01-18,10,Service Issue
BILL_1359,SUB_00454,2025-11-01,503.6340803858755,Paid,2026-01-07,0,Service Issue
BILL_1360,SUB_00454,2025-12-01,519.7193223025613,Pending,2026-01-12,0,Promo
BILL_1361,SUB_00454,2026-01-01,516.837718359834,Paid,2026-01-11,0,
BILL_1362,SUB_00455,2025-11-01,503.7255720742586,Paid,2026-01-08,10,Promo
BILL_1363,SUB_00455,2025-12-01,506.01871589823537,Paid,2026-01-08,50,
BILL_1364,SUB_00455,2026-01-01,400.11860615079837,Paid,2026-01-11,0,Billing Error
BILL_1365,SUB_00456,2025-11-01,398.4522236762184,Paid,2026-01-14,0,
BILL_1366,SUB_00456,2025-12-01,488.7914264986834,Paid,2026-01-04,0,
BILL_1367,SUB_00456,2026-01-01,460.7971556141062,Overdue,2026-01-10,0,
BILL_1368,SUB_00457,2025-11-01,127.60380049666641,Partial,2026-01-06,10,Billing Error
BILL_1369,SUB_00457,2025-12-01,162.7945120141626,Overdue,2026-01-17,20,Billing Error
BILL_1370,SUB_00457,2026-01-01,155.82188845507423,Paid,2026-01-12,0,
BILL_1371,SUB_00458,2025-11-01,164.91268228668127,Overdue,2026-01-19,20,Service Issue
BILL_1372,SUB_00458,2025-12-01,150.28898663165174,Paid,2026-01-16,0,Billing Error
BILL_1373,SUB_00458,2026-01-01,148.25929995197302,Paid,2026-01-06,0,Service Issue
BILL_1374,SUB_00459,2025-11-01,467.6480301905315,Paid,2026-01-09,50,
BILL_1375,SUB_00459,2025-12-01,471.8700025907076,Paid,2026-01-09,10,
BILL_1376,SUB_00459,2026-01-01,566.0594430891986,Paid,2026-01-20,20,
BILL_1377,SUB_00460,2025-11-01,283.9856300483518,Paid,2026-01-06,20,Promo
BILL_1378,SUB_00460,2025-12-01,324.85785910771443,Paid,2026-01-05,0,Service Issue
BILL_1379,SUB_00460,2026-01-01,352.69385666548476,Paid,2026-01-19,0,
BILL_1380,SUB_00461,2025-11-01,465.19163543688444,Paid,2026-01-13,50,Promo
BILL_1381,SUB_00461,2025-12-01,436.55082789019286,Partial,2026-01-02,0,Service Issue
BILL_1382,SUB_00461,2026-01-01,437.34272928985786,Partial,2026-01-09,20,Service Issue
BILL_1383,SUB_00462,2025-11-01,234.0871536478086,Pending,2026-01-10,20,Service Issue
BILL_1384,SUB_00462,2025-12-01,245.64105542110778,Partial,2026-01-14,0,Billing Error
BILL_1385,SUB_00462,2026-01-01,300.9515164811578,Pending,2026-01-02,0,
BILL_1386,SUB_00463,2025-11-01,86.17972453111103,Overdue,2026-01-07,0,
BILL_1387,SUB_00463,2025-12-01,77.06421224587696,Pending,2026-01-02,10,Service Issue
BILL_1388,SUB_00463,2026-01-01,82.02771906571272,Paid,2026-01-15,0,Promo
BILL_1389,SUB_00464,2025-11-01,372.3108168554908,Overdue,2026-01-06,0,
BILL_1390,SUB_00464,2025-12-01,513.4335187858088,Paid,2026-01-14,0,
BILL_1391,SUB_00464,2026-01-01,425.7693767137652,Paid,2026-01-06,0,Service Issue
BILL_1392,SUB_00465,2025-11-01,131.13721300209534,Partial,2026-01-16,50,Promo
BILL_1393,SUB_00465,2025-12-01,103.29170602355084,Paid,2026-01-04,0,
BILL_1394,SUB_00465,2026-01-01,124.79966607799332,Paid,2026-01-05,0,Service Issue
BILL_1395,SUB_00466,2025-11-01,306.8684026076376,Paid,2026-01-04,0,Promo
BILL_1396,SUB_00466,2025-12-01,282.35679349935396,Overdue,2026-01-13,50,Service Issue
BILL_1397,SUB_00466,2026-01-01,276.3157371876369,Overdue,2026-01-15,10,Service Issue
BILL_1398,SUB_00467,2025-11-01,428.45408934040245,Paid,2026-01-07,50,Service Issue
BILL_1399,SUB_00467,2025-12-01,380.0227116231381,Paid,2026-01-20,0,
BILL_1400,SUB_00467,2026-01-01,401.7146683502262,Partial,2026-01-06,0,
BILL_1401,SUB_00468,2025-11-01,396.86550261259197,Overdue,2026-01-18,50,Service Issue
BILL_1402,SUB_00468,2025-12-01,316.5336184658281,Paid,2026-01-20,10,Billing Error
BILL_1403,SUB_00468,2026-01-01,325.05826872427576,Overdue,2026-01-19,0,Service Issue
BILL_1404,SUB_00469,2025-11-01,333.4734008888758,Paid,2026-01-13,50,
BILL_1405,SUB_00469,2025-12-01,292.15173843585865,Paid,2026-01-19,50,Service Issue
BILL_1406,SUB_00469,2026-01-01,331.4023575785516,Partial,2026-01-06,0,
BILL_1407,SUB_00470,2025-11-01,431.20484222948306,Partial,2026-01-14,20,Service Issue
BILL_1408,SUB_00470,2025-12-01,435.5439885182029,Paid,2026-01-05,20,
BILL_1409,SUB_00470,2026-01-01,393.55232649893134,Paid,2026-01-19,0,Service Issue
BILL_1410,SUB_00471,2025-11-01,524.9422536470939,Paid,2026-01-10,10,
BILL_1411,SUB_00471,2025-12-01,521.4210649222697,Partial,2026-01-03,0,Service Issue
BILL_1412,SUB_00471,2026-01-01,537.1590626216592,Partial,2026-01-11,20,Promo
BILL_1413,SUB_00472,2025-11-01,345.9523863124385,Paid,2026-01-14,10,Promo
BILL_1414,SUB_00472,2025-12-01,405.88055161324445,Paid,2026-01-07,20,Promo
BILL_1415,SUB_00472,2026-01-01,347.7533373607851,Paid,2026-01-09,50,Service Issue
BILL_1416,SUB_00473,2025-11-01,385.8157696183769,Partial,2026-01-14,10,
BILL_1417,SUB_00473,2025-12-01,444.8759046731064,Paid,2026-01-05,0,
BILL_1418,SUB_00473,2026-01-01,342.282056383342,Paid,2026-01-20,0,Service Issue
BILL_1419,SUB_00474,2025-11-01,355.2497495138804,Overdue,2026-01-08,20,
BILL_1420,SUB_00474,2025-12-01,370.3565184633304,Paid,2026-01-16,0,Promo
BILL_1421,SUB_00474,2026-01-01,446.1086452000092,Paid,2026-01-06,50,
BILL_1422,SUB_00475,2025-11-01,52.19833408609782,Paid,2026-01-18,0,
BILL_1423,SUB_00475,2025-12-01,51.87970058217675,Paid,2026-01-20,0,
BILL_1424,SUB_00475,2026-01-01,65.97395959561533,Overdue,2026-01-06,0,Service Issue
BILL_1425,SUB_00476,2025-11-01,406.2005667841513,Paid,2026-01-12,0,
BILL_1426,SUB_00476,2025-12-01,383.02009938817605,Paid,2026-01-05,10,Service Issue
BILL_1427,SUB_00476,2026-01-01,446.9956107654407,Paid,2026-01-15,0,Promo
BILL_1428,SUB_00477,2025-11-01,524.5119270059762,Paid,2026-01-05,10,
BILL_1429,SUB_00477,2025-12-01,387.43058647297545,Paid,2026-01-05,50,
BILL_1430,SUB_00477,2026-01-01,490.2566256691225,Paid,2026-01-03,0,Service Issue
BILL_1431,SUB_00478,2025-11-01,289.07443473499194,Pending,2026-01-08,0,Service Issue
BILL_1432,SUB_00478,2025-12-01,358.7391938390915,Overdue,2026-01-20,10,Service Issue
BILL_1433,SUB_00478,2026-01-01,320.4928020536089,Overdue,2026-01-02,50,
BILL_1434,SUB_00479,2025-11-01,197.4485293208247,Overdue,2026-01-13,0,
BILL_1435,SUB_00479,2025-12-01,211.18341451689193,Partial,2026-01-20,10,
BILL_1436,SUB_00479,2026-01-01,250.56039863982227,Overdue,2026-01-13,0,Service Issue
BILL_1437,SUB_00480,2025-11-01,67.22454920337933,Paid,2026-01-10,20,
BILL_1438,SUB_00480,2025-12-01,72.83377078785551,Paid,2026-01-08,20,Billing Error
BILL_1439,SUB_00480,2026-01-01,65.9672809130552,Paid,2026-01-02,50,
BILL_1440,SUB_00481,2025-11-01,59.41038931380065,Paid,2026-01-07,0,Service Issue
BILL_1441,SUB_00481,2025-12-01,67.06132184149126,Partial,2026-01-11,50,Service Issue
BILL_1442,SUB_00481,2026-01-01,86.01086830052306,Paid,2026-01-02,0,Promo
BILL_1443,SUB_00482,2025-11-01,288.66425088967776,Paid,2026-01-19,50,
BILL_1444,SUB_00482,2025-12-01,325.595878233474,Paid,2026-01-04,20,
BILL_1445,SUB_00482,2026-01-01,235.4312708986379,Paid,2026-01-12,50,
BILL_1446,SUB_00483,2025-11-01,158.01625091772854,Partial,2026-01-15,20,Service Issue
BILL_1447,SUB_00483,2025-12-01,162.53089497477208,Paid,2026-01-07,20,
BILL_1448,SUB_00483,2026-01-01,160.06717788991097,Overdue,2026-01-12,0,Promo
BILL_1449,SUB_00484,2025-11-01,160.3417969466715,Paid,2026-01-08,0,Service Issue
BILL_1450,SUB_00484,2025-12-01,173.9747589618826,Pending,2026-01-09,0,Promo
BILL_1451,SUB_00484,2026-01-01,188.1316263838992,Paid,2026-01-06,0,Service Issue
BILL_1452,SUB_00485,2025-11-01,327.2739802807562,Partial,2026-01-19,50,Service Issue
BILL_1453,SUB_00485,2025-12-01,294.4855091412986,Paid,2026-01-16,0,
BILL_1454,SUB_00485,2026-01-01,383.5282058080719,Paid,2026-01-19,0,Promo
BILL_1455,SUB_00486,2025-11-01,168.1967324154388,Paid,2026-01-04,0,Promo
BILL_1456,SUB_00486,2025-12-01,174.86338973656032,Paid,2026-01-11,50,
BILL_1457,SUB_00486,2026-01-01,167.9494049500118,Paid,2026-01-16,0,
BILL_1458,SUB_00487,2025-11-01,97.11601211608497,Paid,2026-01-09,0,Billing Error
BILL_1459,SUB_00487,2025-12-01,85.97383190479037,Paid,2026-01-09,50,Service Issue
BILL_1460,SUB_00487,2026-01-01,98.22210181901877,Paid,2026-01-15,10,Billing Error
BILL_1461,SUB_00488,2025-11-01,132.5583780341568,Paid,2026-01-11,20,Service Issue
BILL_1462,SUB_00488,2025-12-01,121.04865496628689,Paid,2026-01-14,0,Service Issue
BILL_1463,SUB_00488,2026-01-01,124.36736860290318,Partial,2026-01-11,20,Billing Error
BILL_1464,SUB_00489,2025-11-01,361.1689148413413,Paid,2026-01-07,0,
BILL_1465,SUB_00489,2025-12-01,362.29448749367725,Paid,2026-01-19,0,
BILL_1466,SUB_00489,2026-01-01,384.8267588618094,Paid,2026-01-17,0,Promo
BILL_1467,SUB_00490,2025-11-01,431.5520052042064,Paid,2026-01-19,50,Service Issue
BILL_1468,SUB_00490,2025-12-01,515.8155225933074,Paid,2026-01-07,50,Promo
BILL_1469,SUB_00490,2026-01-01,539.0460736258659,Paid,2026-01-10,10,Billing Error
BILL_1470,SUB_00491,2025-11-01,247.31709982674985,Partial,2026-01-17,50,
BILL_1471,SUB_00491,2025-12-01,229.3209173471454,Pending,2026-01-07,0,Billing Error
BILL_1472,SUB_00491,2026-01-01,276.43129216319545,Paid,2026-01-12,0,
BILL_1473,SUB_00492,2025-11-01,120.24065795646081,Paid,2026-01-04,50,
BILL_1474,SUB_00492,2025-12-01,105.32953072899147,Paid,2026-01-09,50,Service Issue
BILL_1475,SUB_00492,2026-01-01,141.07521077036714,Paid,2026-01-02,50,
BILL_1476,SUB_00493,2025-11-01,135.3867145954816,Paid,2026-01-16,20,
BILL_1477,SUB_00493,2025-12-01,166.05307706162944,Overdue,2026-01-16,0,
BILL_1478,SUB_00493,2026-01-01,133.35334850216572,Paid,2026-01-20,20,Promo
BILL_1479,SUB_00494,2025-11-01,226.6970187324324,Paid,2026-01-11,50,
BILL_1480,SUB_00494,2025-12-01,242.76136306588648,Paid,2026-01-20,0,
BILL_1481,SUB_00494,2026-01-01,267.1735294951224,Partial,2026-01-10,50,
BILL_1482,SUB_00495,2025-11-01,296.6118491958756,Paid,2026-01-08,50,
BILL_1483,SUB_00495,2025-12-01,309.43321506038404,Overdue,2026-01-15,0,
BILL_1484,SUB_00495,2026-01-01,389.2593798979625,Paid,2026-01-03,10,
BILL_1485,SUB_00496,2025-11-01,101.9317167735584,Paid,2026-01-14,0,Service Issue
BILL_1486,SUB_00496,2025-12-01,103.68356676062794,Paid,2026-01-05,50,
BILL_1487,SUB_00496,2026-01-01,104.55451270495139,Paid,2026-01-08,20,
BILL_1488,SUB_00497,2025-11-01,438.5829841040125,Paid,2026-01-09,0,Promo
BILL_1489,SUB_00497,2025-12-01,519.5999985176674,Overdue,2026-01-17,0,Service Issue
BILL_1490,SUB_00497,2026-01-01,457.69976175254465,Paid,2026-01-10,0,
BILL_1491,SUB_00498,2025-11-01,460.5193025968719,Paid,2026-01-12,0,
BILL_1492,SUB_00498,2025-12-01,506.73517172481263,Paid,2026-01-15,0,Billing Error
BILL_1493,SUB_00498,2026-01-01,412.6557518774867,Paid,2026-01-05,0,
BILL_1494,SUB_00499,2025-11-01,158.44345100380042,Overdue,2026-01-20,0,
BILL_1495,SUB_00499,2025-12-01,137.99365894896036,Paid,2026-01-16,0,
BILL_1496,SUB_00499,2026-01-01,120.8303795154136,Paid,2026-01-15,20,Service Issue
BILL_1497,SUB_00500,2025-11-01,163.6108797235099,Paid,2026-01-17,20,
BILL_1498,SUB_00500,2025-12-01,167.13080062496525,Overdue,2026-01-04,10,Service Issue
BILL_1499,SUB_00500,2026-01-01,223.15221508362,Paid,2026-01-07,50,
BILL_1500,SUB_00501,2025-11-01,362.5016640577966,Paid,2026-01-05,10,
BILL_1501,SUB_00501,2025-12-01,285.66522446319556,Paid,2026-01-02,20,Service Issue
BILL_1502,SUB_00501,2026-01-01,277.80783488728207,Paid,2026-01-19,0,
BILL_1503,SUB_00502,2025-11-01,112.71356540779234,Overdue,2026-01-09,0,Service Issue
BILL_1504,SUB_00502,2025-12-01,143.44987704009606,Paid,2026-01-17,0,Promo
BILL_1505,SUB_00502,2026-01-01,112.22774010687891,Paid,2026-01-17,0,Service Issue
BILL_1506,SUB_00503,2025-11-01,364.9264482152976,Paid,2026-01-16,0,
BILL_1507,SUB_00503,2025-12-01,332.8853272956161,Paid,2026-01-03,0,
BILL_1508,SUB_00503,2026-01-01,361.5615484003155,Paid,2026-01-13,0,
BILL_1509,SUB_00504,2025-11-01,121.57086906916138,Overdue,2026-01-05,0,Promo
BILL_1510,SUB_00504,2025-12-01,128.07636143988685,Paid,2026-01-12,10,Promo
BILL_1511,SUB_00504,2026-01-01,124.68620559130689,Paid,2026-01-03,10,Promo
BILL_1512,SUB_00505,2025-11-01,224.2306801408447,Paid,2026-01-07,20,
BILL_1513,SUB_00505,2025-12-01,224.60017624592174,Pending,2026-01-18,0,
BILL_1514,SUB_00505,2026-01-01,205.11160558773392,Paid,2026-01-20,0,Service Issue
BILL_1515,SUB_00506,2025-11-01,359.07404336858093,Paid,2026-01-10,50,
BILL_1516,SUB_00506,2025-12-01,398.54387555590404,Partial,2026-01-06,0,Billing Error
BILL_1517,SUB_00506,2026-01-01,399.6337884128218,Paid,2026-01-15,50,
BILL_1518,SUB_00507,2025-11-01,280.27907726577314,Paid,2026-01-17,0,
BILL_1519,SUB_00507,2025-12-01,211.2157500638168,Paid,2026-01-02,50,Billing Error
BILL_1520,SUB_00507,2026-01-01,221.3840597921146,Paid,2026-01-04,20,
BILL_1521,SUB_00508,2025-11-01,467.5593981982945,Paid,2026-01-11,10,
BILL_1522,SUB_00508,2025-12-01,341.0592294382631,Overdue,2026-01-16,10,
BILL_1523,SUB_00508,2026-01-01,362.13173798788887,Paid,2026-01-04,0,Billing Error
BILL_1524,SUB_00509,2025-11-01,320.3065032798292,Paid,2026-01-02,0,Service Issue
BILL_1525,SUB_00509,2025-12-01,373.3937129403944,Paid,2026-01-14,20,Service Issue
BILL_1526,SUB_00509,2026-01-01,370.0044697761086,Paid,2026-01-16,0,Promo
BILL_1527,SUB_00510,2025-11-01,179.49033383615938,Partial,2026-01-11,20,Service Issue
BILL_1528,SUB_00510,2025-12-01,173.07673106056592,Paid,2026-01-04,50,Billing Error
BILL_1529,SUB_00510,2026-01-01,216.73931114082612,Partial,2026-01-19,50,Promo
BILL_1530,SUB_00511,2025-11-01,86.88950220593689,Overdue,2026-01-20,0,
BILL_1531,SUB_00511,2025-12-01,60.76304812552659,Overdue,2026-01-06,0,
BILL_1532,SUB_00511,2026-01-01,63.14214169606394,Paid,2026-01-11,10,Billing Error
BILL_1533,SUB_00512,2025-11-01,393.1540015194093,Paid,2026-01-17,0,
BILL_1534,SUB_00512,2025-12-01,417.3008880087081,Paid,2026-01-19,50,Billing Error
BILL_1535,SUB_00512,2026-01-01,415.3288739139283,Paid,2026-01-09,0,Service Issue
BILL_1536,SUB_00513,2025-11-01,171.88397527482596,Paid,2026-01-14,50,
BILL_1537,SUB_00513,2025-12-01,182.4854467242794,Paid,2026-01-09,0,
BILL_1538,SUB_00513,2026-01-01,140.1364491888754,Pending,2026-01-14,10,
BILL_1539,SUB_00514,2025-11-01,193.87076707725916,Paid,2026-01-13,0,
BILL_1540,SUB_00514,2025-12-01,240.61339324840588,Paid,2026-01-14,0,Service Issue
BILL_1541,SUB_00514,2026-01-01,259.64938202015577,Paid,2026-01-18,50,Service Issue
BILL_1542,SUB_00515,2025-11-01,309.8452294176688,Paid,2026-01-16,0,
BILL_1543,SUB_00515,2025-12-01,355.55969849506874,Paid,2026-01-10,20,Service Issue
BILL_1544,SUB_00515,2026-01-01,335.46773536701477,Paid,2026-01-05,0,
BILL_1545,SUB_00516,2025-11-01,272.2398135316535,Paid,2026-01-13,0,Service Issue
BILL_1546,SUB_00516,2025-12-01,207.67393491987076,Paid,2026-01-05,0,
BILL_1547,SUB_00516,2026-01-01,212.46041766415357,Paid,2026-01-14,0,
BILL_1548,SUB_00517,2025-11-01,393.21907372187667,Paid,2026-01-04,0,
BILL_1549,SUB_00517,2025-12-01,310.39119509147656,Paid,2026-01-06,50,
BILL_1550,SUB_00517,2026-01-01,286.47152686235347,Paid,2026-01-14,50,Service Issue
BILL_1551,SUB_00518,2025-11-01,254.98263607143411,Paid,2026-01-15,50,
BILL_1552,SUB_00518,2025-12-01,253.2345507362281,Paid,2026-01-09,0,
BILL_1553,SUB_00518,2026-01-01,194.33918326547868,Paid,2026-01-12,0,Promo
BILL_1554,SUB_00519,2025-11-01,249.10648072333674,Partial,2026-01-09,0,
BILL_1555,SUB_00519,2025-12-01,183.49897764456432,Paid,2026-01-13,10,Promo
BILL_1556,SUB_00519,2026-01-01,204.74119714256437,Paid,2026-01-12,10,Billing Error
BILL_1557,SUB_00520,2025-11-01,415.5888382678494,Pending,2026-01-18,0,Promo
BILL_1558,SUB_00520,2025-12-01,437.68755299148825,Paid,2026-01-14,0,Service Issue
BILL_1559,SUB_00520,2026-01-01,318.4472315040492,Paid,2026-01-05,0,
BILL_1560,SUB_00521,2025-11-01,203.77587452278,Pending,2026-01-14,50,
BILL_1561,SUB_00521,2025-12-01,193.97667106157786,Paid,2026-01-10,0,
BILL_1562,SUB_00521,2026-01-01,262.6931635435882,Pending,2026-01-15,0,Billing Error
BILL_1563,SUB_00522,2025-11-01,54.488037540658794,Paid,2026-01-13,10,Service Issue
BILL_1564,SUB_00522,2025-12-01,49.075697638746774,Paid,2026-01-14,50,
BILL_1565,SUB_00522,2026-01-01,42.34331308040598,Paid,2026-01-09,50,Promo
BILL_1566,SUB_00523,2025-11-01,190.22266284950973,Paid,2026-01-06,0,
BILL_1567,SUB_00523,2025-12-01,193.37254767251991,Paid,2026-01-12,20,Promo
BILL_1568,SUB_00523,2026-01-01,206.1609138932295,Overdue,2026-01-07,50,
BILL_1569,SUB_00524,2025-11-01,161.1158104455232,Paid,2026-01-08,50,Service Issue
BILL_1570,SUB_00524,2025-12-01,209.89253686579877,Partial,2026-01-16,10,Service Issue
BILL_1571,SUB_00524,2026-01-01,171.73838804770205,Paid,2026-01-06,50,Promo
BILL_1572,SUB_00525,2025-11-01,87.24586267706077,Partial,2026-01-10,0,
BILL_1573,SUB_00525,2025-12-01,89.24107469205539,Paid,2026-01-20,0,
BILL_1574,SUB_00525,2026-01-01,95.7442700127507,Paid,2026-01-06,20,Billing Error
BILL_1575,SUB_00526,2025-11-01,285.44739207009275,Paid,2026-01-14,0,Promo
BILL_1576,SUB_00526,2025-12-01,265.85743515776574,Paid,2026-01-13,0,
BILL_1577,SUB_00526,2026-01-01,250.49505792787966,Paid,2026-01-06,20,
BILL_1578,SUB_00527,2025-11-01,355.5660277838893,Paid,2026-01-08,50,Promo
BILL_1579,SUB_00527,2025-12-01,353.35368431045936,Paid,2026-01-04,0,
BILL_1580,SUB_00527,2026-01-01,411.36117263094997,Paid,2026-01-14,10,
BILL_1581,SUB_00528,2025-11-01,281.6027383148902,Paid,2026-01-12,10,
BILL_1582,SUB_00528,2025-12-01,283.9044562283274,Overdue,2026-01-11,0,
BILL_1583,SUB_00528,2026-01-01,229.71436441602987,Paid,2026-01-10,20,Service Issue
BILL_1584,SUB_00529,2025-11-01,289.81373277292096,Paid,2026-01-07,20,
BILL_1585,SUB_00529,2025-12-01,329.05561651702294,Partial,2026-01-15,0,
BILL_1586,SUB_00529,2026-01-01,402.70781096768224,Paid,2026-01-11,0,
BILL_1587,SUB_00530,2025-11-01,108.94171841424955,Partial,2026-01-18,0,
BILL_1588,SUB_00530,2025-12-01,99.30027002039995,Partial,2026-01-03,50,Promo
BILL_1589,SUB_00530,2026-01-01,99.45169220491441,Paid,2026-01-03,0,
BILL_1590,SUB_00531,2025-11-01,108.310021897287,Pending,2026-01-05,20,Service Issue
BILL_1591,SUB_00531,2025-12-01,125.63976579419283,Paid,2026-01-08,0,
BILL_1592,SUB_00531,2026-01-01,141.80122406855378,Partial,2026-01-05,50,Service Issue
BILL_1593,SUB_00532,2025-11-01,298.04329262934505,Paid,2026-01-09,20,Promo
BILL_1594,SUB_00532,2025-12-01,251.16013799578076,Paid,2026-01-15,50,
BILL_1595,SUB_00532,2026-01-01,217.5883775506059,Overdue,2026-01-04,0,
BILL_1596,SUB_00533,2025-11-01,362.7348940533473,Partial,2026-01-12,10,Promo
BILL_1597,SUB_00533,2025-12-01,372.71818953916386,Paid,2026-01-04,0,
BILL_1598,SUB_00533,2026-01-01,280.09380612200346,Paid,2026-01-06,20,Service Issue
BILL_1599,SUB_00534,2025-11-01,126.54617735562657,Paid,2026-01-17,0,Billing Error
BILL_1600,SUB_00534,2025-12-01,125.62191411581607,Overdue,2026-01-12,20,Billing Error
BILL_1601,SUB_00534,2026-01-01,109.78082279933683,Paid,2026-01-02,0,Service Issue
BILL_1602,SUB_00535,2025-11-01,324.6615753604921,Overdue,2026-01-10,50,
BILL_1603,SUB_00535,2025-12-01,344.06014247854455,Paid,2026-01-06,0,Promo
BILL_1604,SUB_00535,2026-01-01,339.4116622579706,Paid,2026-01-12,0,Promo
BILL_1605,SUB_00536,2025-11-01,141.15751847352465,Paid,2026-01-03,20,Service Issue
BILL_1606,SUB_00536,2025-12-01,148.570471269394,Overdue,2026-01-11,20,Service Issue
BILL_1607,SUB_00536,2026-01-01,151.3813389046872,Partial,2026-01-06,50,Service Issue
BILL_1608,SUB_00537,2025-11-01,108.02249485162628,Paid,2026-01-18,0,Billing Error
