usage_id,subscriber_id,usage_date,data_usage_gb,voice_minutes,sms_count,roaming_charges,addon_charges
USG_7304,SUB_02712,2025-11-23,4.42,37,64,4.87,2.83
USG_7305,SUB_02406,2025-09-16,6.43,198,13,13.13,0.91
USG_7306,SUB_02750,2025-12-09,11.03,130,32,11.82,3.46
USG_7307,SUB_01681,2025-10-25,7.15,191,62,0.91,3.72
USG_7308,SUB_03392,2025-12-25,5.08,381,64,9.6,2.6
USG_7309,SUB_01659,2025-10-02,2.9,32,89,2.92,5.96
USG_7310,SUB_00578,2025-11-26,8.48,284,0,1.88,5.74
USG_7311,SUB_03215,2025-11-26,0.91,63,52,4.44,4.68
USG_7312,SUB_02247,2025-12-05,13.37,249,25,20.9,0.01
USG_7313,SUB_00048,2025-11-24,5.67,342,39,6.68,3.81
USG_7314,SUB_03417,2025-12-07,2.2,56,32,0.34,7.09
USG_7315,SUB_04280,2025-09-25,12.87,491,36,9.96,8.9
USG_7316,SUB_03821,2025-12-16,5.73,452,69,4.7,2.56
USG_7317,SUB_02990,2025-10-03,1.59,153,0,2.68,1.36
USG_7318,SUB_00670,2025-11-26,3.71,77,47,22.24,2.44
USG_7319,SUB_02951,2025-10-26,2.06,254,4,9.33,9.55
USG_7320,SUB_01586,2025-09-24,3.12,421,34,12.57,0.14
USG_7321,SUB_03729,2025-11-26,2.8,130,77,15.78,5.31
USG_7322,SUB_01669,2025-09-21,3.19,290,59,1.86,1.73
USG_7323,SUB_00743,2025-09-30,3.87,139,12,4.38,3.53
USG_7324,SUB_03406,2025-12-10,0.29,319,69,5.97,2.72
USG_7325,SUB_01801,2025-09-28,3.89,432,80,2.63,4.41
USG_7326,SUB_00443,2025-12-14,2.72,182,84,10.22,2.04
USG_7327,SUB_04289,2025-11-01,9.93,74,11,5.47,3.66
USG_7328,SUB_01043,2025-11-09,2.96,215,60,43.56,6.7
USG_7329,SUB_02081,2025-10-13,4.74,133,35,9.36,2.91
USG_7330,SUB_02482,2025-10-20,17.54,229,4,1.33,4.71
USG_7331,SUB_03441,2025-11-10,0.96,101,40,19.16,4.24
USG_7332,SUB_03515,2025-12-03,3.07,204,87,1.94,6.7
USG_7333,SUB_03986,2025-10-27,1.0,221,84,12.56,8.6
USG_7334,SUB_02888,2025-11-15,2.49,329,8,21.22,3.62
USG_7335,SUB_01026,2025-12-26,1.56,463,51,48.58,0.9
USG_7336,SUB_01222,2025-10-07,7.21,344,58,3.99,19.19
USG_7337,SUB_00157,2025-11-21,2.59,40,57,44.02,12.57
USG_7338,SUB_01596,2025-11-09,0.15,362,46,7.91,0.07
USG_7339,SUB_04615,2025-10-30,16.88,400,90,27.63,3.95
USG_7340,SUB_02220,2025-12-24,4.63,221,71,9.58,2.3
USG_7341,SUB_03393,2025-12-29,0.05,475,13,8.48,1.45
USG_7342,SUB_01463,2025-09-04,5.94,203,44,3.8,0.95
USG_7343,SUB_04968,2025-10-01,2.05,73,6,2.17,6.06
USG_7344,SUB_03544,2025-12-04,0.56,27,54,23.31,2.22
USG_7345,SUB_01339,2025-11-13,0.57,22,91,0.25,12.44
USG_7346,SUB_00957,2025-10-26,1.03,67,47,0.47,5.98
USG_7347,SUB_01964,2025-11-02,6.19,383,61,4.48,4.72
USG_7348,SUB_04957,2025-09-20,0.47,190,7,33.34,5.17
USG_7349,SUB_03409,2025-09-14,1.51,70,45,0.3,7.95
USG_7350,SUB_03058,2025-10-27,0.36,246,20,7.32,10.75
USG_7351,SUB_04390,2025-10-13,12.25,74,68,4.25,4.11
USG_7352,SUB_04395,2025-10-16,0.76,446,6,2.79,0.66
USG_7353,SUB_03860,2025-09-29,4.24,433,66,1.91,4.52
USG_7354,SUB_02080,2025-12-26,10.43,497,84,45.08,0.43
USG_7355,SUB_02961,2025-12-07,2.34,234,80,17.76,0.59
USG_7356,SUB_04254,2025-11-17,6.77,421,71,2.12,11.73
USG_7357,SUB_03123,2025-10-20,19.73,129,84,3.43,0.74
USG_7358,SUB_00277,2025-12-19,2.88,425,55,18.07,2.56
USG_7359,SUB_01815,2025-09-08,0.24,492,28,2.87,4.39
USG_7360,SUB_02586,2025-11-02,4.42,0,82,6.41,0.25
USG_7361,SUB_00762,2025-12-06,8.31,131,67,0.15,6.2
USG_7362,SUB_03341,2025-12-31,0.67,272,8,21.3,10.23
USG_7363,SUB_03523,2025-11-24,3.62,61,2,2.25,3.46
USG_7364,SUB_04033,2025-09-24,7.17,150,20,25.02,8.0
USG_7365,SUB_00050,2025-12-12,7.26,254,37,3.65,0.22
USG_7366,SUB_00619,2025-12-04,6.72,397,80,9.06,1.85
USG_7367,SUB_03929,2025-12-19,7.17,268,74,30.6,4.74
USG_7368,SUB_00877,2025-10-24,3.67,447,34,9.97,1.09
USG_7369,SUB_00764,2025-10-12,8.56,233,77,1.03,7.87
USG_7370,SUB_03149,2025-09-11,4.55,92,11,10.46,9.86
USG_7371,SUB_01811,2025-11-08,15.32,241,61,0.46,2.22
USG_7372,SUB_00807,2025-09-23,1.73,305,18,21.41,3.07
USG_7373,SUB_01106,2025-12-06,9.07,379,70,5.89,5.55
USG_7374,SUB_04503,2025-12-23,4.74,330,11,12.71,0.51
USG_7375,SUB_04909,2025-10-11,7.17,370,52,10.2,3.72
USG_7376,SUB_01960,2025-12-28,2.82,439,69,4.81,0.56
USG_7377,SUB_02346,2025-11-29,6.21,432,75,3.99,5.3
USG_7378,SUB_03108,2025-11-30,7.37,264,52,22.64,10.42
USG_7379,SUB_03493,2025-11-24,5.55,423,11,8.88,9.52
USG_7380,SUB_00730,2025-12-14,5.0,338,39,5.92,8.63
USG_7381,SUB_00224,2025-12-07,9.45,305,1,0.1,3.94
USG_7382,SUB_01522,2025-09-21,13.99,481,0,7.82,3.86
USG_7383,SUB_03326,2025-10-24,11.38,312,14,15.74,0.16
USG_7384,SUB_01509,2025-09-27,0.43,140,75,8.51,4.66
USG_7385,SUB_01237,2025-11-30,4.21,9,58,0.24,1.6
USG_7386,SUB_04345,2025-09-26,0.57,468,57,1.17,7.2
USG_7387,SUB_00208,2025-11-01,5.25,239,6,4.04,0.43
USG_7388,SUB_03235,2025-12-15,0.96,355,26,1.01,1.96
USG_7389,SUB_01977,2025-11-29,5.3,326,53,1.39,10.81
USG_7390,SUB_02634,2025-12-11,11.6,76,69,6.2,7.24
USG_7391,SUB_02946,2025-10-09,3.07,11,16,2.6,0.58
USG_7392,SUB_00546,2025-09-11,15.87,263,28,3.56,6.18
USG_7393,SUB_02461,2025-11-20,3.91,182,40,13.86,3.72
USG_7394,SUB_04414,2025-09-17,5.67,360,87,2.1,1.56
USG_7395,SUB_03487,2025-12-30,12.67,207,78,13.11,4.6
USG_7396,SUB_03054,2025-12-17,5.77,228,85,9.99,0.76
USG_7397,SUB_02494,2025-11-21,0.94,152,83,29.95,13.0
USG_7398,SUB_04080,2025-11-29,0.39,136,55,20.48,7.6
USG_7399,SUB_02384,2025-11-02,2.12,384,36,3.08,33.38
USG_7400,SUB_03422,2025-12-26,3.07,153,52,5.14,8.31
USG_7401,SUB_01318,2025-09-30,1.14,389,91,17.92,8.3
USG_7402,SUB_01850,2025-12-26,1.09,291,34,6.16,5.59
USG_7403,SUB_00715,2025-10-02,2.32,358,90,3.96,5.06
USG_7404,SUB_01067,2025-09-10,12.74,32,97,2.55,18.05
USG_7405,SUB_00134,2025-09-24,3.98,445,94,14.37,4.43
USG_7406,SUB_01325,2025-12-23,1.45,121,58,2.83,3.56
USG_7407,SUB_03591,2025-10-10,5.48,136,26,9.83,3.79
USG_7408,SUB_03101,2025-12-06,1.57,182,56,4.71,4.55
USG_7409,SUB_01655,2025-10-11,0.85,430,22,12.01,3.62
USG_7410,SUB_01821,2025-12-16,0.45,291,73,3.51,7.14
USG_7411,SUB_02492,2025-09-11,5.49,243,75,5.6,0.29
USG_7412,SUB_02937,2025-09-09,5.2,486,80,1.93,11.37
USG_7413,SUB_04402,2025-11-15,6.84,360,1,8.34,0.2
USG_7414,SUB_04101,2025-12-12,0.32,374,46,2.19,5.45
USG_7415,SUB_04754,2025-12-01,3.48,175,91,12.61,8.92
USG_7416,SUB_04821,2025-10-21,0.28,70,71,18.31,3.37
USG_7417,SUB_03905,2025-10-06,0.94,5,89,3.98,2.26
USG_7418,SUB_04324,2025-10-01,4.29,269,62,16.28,6.82
USG_7419,SUB_02986,2025-11-22,11.59,460,37,3.81,0.63
USG_7420,SUB_01579,2025-12-13,1.15,323,25,3.67,0.48
USG_7421,SUB_02758,2025-11-12,22.64,78,52,3.66,0.3
USG_7422,SUB_03140,2025-09-20,5.83,200,98,2.71,3.56
USG_7423,SUB_00385,2025-10-17,10.29,436,67,1.95,6.12
USG_7424,SUB_02273,2025-12-16,5.74,144,53,26.93,8.7
USG_7425,SUB_00060,2025-10-14,8.29,154,65,18.6,2.56
USG_7426,SUB_00151,2025-12-15,0.64,267,25,5.66,2.8
USG_7427,SUB_03024,2025-09-15,4.77,296,63,10.03,2.58
USG_7428,SUB_04161,2025-10-25,2.13,70,59,0.24,2.96
USG_7429,SUB_01337,2025-09-09,3.2,325,20,12.8,0.45
USG_7430,SUB_04972,2025-10-09,11.57,245,94,5.74,2.37
USG_7431,SUB_03275,2025-12-22,2.81,454,99,1.1,5.42
USG_7432,SUB_02026,2025-10-23,4.57,223,20,10.19,1.72
USG_7433,SUB_03713,2025-09-29,9.56,167,72,23.48,0.03
USG_7434,SUB_02894,2025-12-04,1.22,48,94,1.92,4.08
USG_7435,SUB_00130,2025-10-29,5.58,293,97,0.29,3.72
USG_7436,SUB_04448,2025-09-16,1.97,65,28,8.46,1.01
USG_7437,SUB_04702,2025-10-27,2.26,299,38,0.37,0.95
USG_7438,SUB_04088,2025-11-14,0.24,439,49,11.59,0.67
USG_7439,SUB_00939,2025-12-23,2.59,70,16,6.6,7.33
USG_7440,SUB_01115,2025-09-30,9.55,197,80,4.82,5.46
USG_7441,SUB_02341,2025-11-23,2.04,489,78,31.95,10.3
USG_7442,SUB_00769,2025-09-25,18.01,441,42,28.0,2.58
USG_7443,SUB_00285,2025-10-28,2.58,379,33,3.21,0.02
USG_7444,SUB_04829,2025-12-01,1.42,352,75,7.51,0.29
USG_7445,SUB_00402,2025-10-18,26.01,186,70,12.9,1.12
USG_7446,SUB_04235,2025-10-09,7.97,454,90,9.57,6.03
USG_7447,SUB_04754,2025-09-07,0.25,75,68,3.14,2.52
USG_7448,SUB_02970,2025-09-08,9.27,152,71,17.64,0.02
USG_7449,SUB_00364,2025-10-16,2.15,131,9,11.99,7.16
USG_7450,SUB_04154,2025-10-30,1.87,242,64,6.08,1.9
USG_7451,SUB_01559,2025-12-30,2.67,24,28,6.67,3.41
USG_7452,SUB_02382,2025-10-07,0.32,196,63,10.03,3.44
USG_7453,SUB_02862,2025-10-04,2.26,394,24,2.09,14.85
USG_7454,SUB_01440,2025-11-16,5.86,283,96,1.89,2.95
USG_7455,SUB_04999,2025-09-15,1.19,461,8,1.89,20.81
USG_7456,SUB_00207,2025-12-09,8.0,331,5,0.54,0.6
USG_7457,SUB_01533,2025-10-14,8.75,380,40,8.06,10.35
USG_7458,SUB_02050,2025-09-29,1.5,307,22,52.98,0.8
USG_7459,SUB_03637,2025-12-28,3.23,349,28,20.41,3.81
USG_7460,SUB_03044,2025-11-21,2.6,481,20,9.34,1.4
USG_7461,SUB_03570,2025-11-04,14.05,71,84,2.88,0.17
USG_7462,SUB_01479,2025-10-30,8.9,124,1,2.8,2.42
USG_7463,SUB_00838,2025-11-05,7.01,471,27,9.35,5.91
USG_7464,SUB_01024,2025-10-02,6.18,234,40,7.95,17.48
USG_7465,SUB_02680,2025-11-02,0.06,160,96,7.12,1.98
USG_7466,SUB_03459,2025-12-19,2.7,41,47,16.98,4.56
USG_7467,SUB_04958,2025-09-16,16.49,357,17,10.42,6.42
USG_7468,SUB_02560,2025-09-13,1.31,286,23,19.05,4.2
USG_7469,SUB_02466,2025-11-22,0.82,118,32,4.01,0.58
USG_7470,SUB_01846,2025-10-15,14.58,263,52,36.18,6.02
USG_7471,SUB_03387,2025-09-19,2.48,387,84,3.17,4.06
USG_7472,SUB_04916,2025-12-18,2.11,402,17,2.59,6.71
USG_7473,SUB_04867,2025-12-08,5.88,93,1,1.23,2.05
USG_7474,SUB_04723,2025-11-23,4.96,471,11,18.39,8.48
USG_7475,SUB_03180,2025-09-23,0.21,374,70,5.71,14.33
USG_7476,SUB_03820,2025-09-04,2.3,302,60,0.44,2.82
USG_7477,SUB_02243,2025-12-08,1.58,90,60,11.59,3.26
USG_7478,SUB_02076,2025-12-29,11.77,18,78,9.98,10.84
USG_7479,SUB_01948,2025-09-22,0.16,458,16,0.63,6.93
USG_7480,SUB_00922,2025-09-04,5.6,353,83,2.04,7.66
USG_7481,SUB_04890,2025-12-14,6.51,197,75,23.04,1.92
USG_7482,SUB_00903,2025-09-04,0.61,134,35,21.25,3.63
USG_7483,SUB_04643,2025-10-13,2.89,364,15,5.52,0.71
USG_7484,SUB_03117,2025-10-04,0.23,116,69,0.04,7.22
USG_7485,SUB_01570,2025-09-25,3.52,198,84,1.49,13.85
USG_7486,SUB_00028,2025-11-07,1.6,197,41,4.37,4.31
USG_7487,SUB_02619,2025-10-22,23.46,456,59,2.21,3.2
USG_7488,SUB_00453,2025-10-11,7.15,194,84,23.75,2.98
USG_7489,SUB_04940,2025-11-02,4.99,266,63,1.04,4.01
USG_7490,SUB_03163,2025-10-29,16.99,372,58,0.75,9.19
USG_7491,SUB_00983,2025-10-03,4.63,450,79,6.8,4.77
USG_7492,SUB_04377,2025-10-02,20.47,71,26,2.44,7.36
USG_7493,SUB_00013,2025-09-24,4.08,476,1,19.22,3.91
USG_7494,SUB_05000,2025-12-07,12.83,380,86,2.82,7.63
USG_7495,SUB_00978,2025-11-09,3.02,361,38,6.52,1.47
USG_7496,SUB_04086,2025-10-08,2.82,424,49,17.92,1.48
USG_7497,SUB_03664,2025-09-06,2.08,362,17,13.52,1.03
USG_7498,SUB_01997,2025-10-03,4.63,418,1,10.65,2.12
USG_7499,SUB_02182,2025-10-27,4.07,9,82,4.76,1.64
USG_7500,SUB_02072,2025-10-01,0.15,218,40,5.25,0.16
USG_7501,SUB_03383,2025-12-15,1.6,393,31,19.29,2.01
USG_7502,SUB_00928,2025-11-23,1.92,374,44,7.05,5.1
USG_7503,SUB_02477,2025-12-08,0.34,260,40,9.16,3.42
USG_7504,SUB_00673,2025-09-30,0.91,338,53,3.17,0.76
USG_7505,SUB_04988,2025-12-15,8.67,224,83,4.34,0.08
USG_7506,SUB_03226,2025-09-20,2.6,337,27,15.81,6.23
USG_7507,SUB_02545,2025-10-18,3.42,404,93,6.52,2.19
USG_7508,SUB_00420,2025-12-15,8.11,4,95,3.07,1.79
USG_7509,SUB_03569,2025-09-24,20.45,267,89,11.7,1.49
USG_7510,SUB_04107,2025-12-22,5.02,119,79,0.95,5.29
USG_7511,SUB_01060,2025-11-23,1.53,139,4,29.75,2.98
USG_7512,SUB_03996,2025-09-06,1.15,474,24,14.14,1.6
USG_7513,SUB_03982,2025-12-14,0.35,43,85,9.32,9.97
USG_7514,SUB_00927,2025-11-29,3.11,323,49,4.99,0.8
USG_7515,SUB_03813,2025-11-30,14.38,110,60,7.36,5.66
USG_7516,SUB_03884,2025-10-19,5.27,427,15,18.05,4.22
USG_7517,SUB_01937,2025-11-17,1.2,170,96,19.28,0.86
USG_7518,SUB_00744,2025-11-24,3.95,292,52,26.15,1.31
USG_7519,SUB_04957,2025-10-12,1.85,70,43,22.68,18.98
USG_7520,SUB_03657,2025-12-29,1.98,240,62,0.13,4.47
USG_7521,SUB_03831,2025-10-31,1.19,477,0,3.54,13.29
USG_7522,SUB_01747,2025-09-22,6.23,161,1,5.22,0.42
USG_7523,SUB_02998,2025-09-07,2.81,493,0,2.19,4.9
USG_7524,SUB_03187,2025-10-21,3.77,37,44,0.03,6.42
USG_7525,SUB_00705,2025-10-12,3.09,288,77,3.33,4.26
USG_7526,SUB_00600,2025-09-07,4.26,242,2,3.4,7.7
USG_7527,SUB_00687,2025-10-22,5.35,68,62,6.49,0.09
USG_7528,SUB_02897,2025-09-11,2.82,151,40,16.37,0.19
USG_7529,SUB_03051,2025-12-08,6.25,77,63,0.54,7.68
USG_7530,SUB_03476,2025-09-07,5.25,170,51,11.64,0.11
USG_7531,SUB_01551,2025-09-12,11.34,63,13,12.96,4.39
USG_7532,SUB_01264,2025-11-02,4.36,84,63,20.37,9.94
USG_7533,SUB_04818,2025-10-20,0.19,123,98,31.19,4.9
USG_7534,SUB_01121,2025-12-25,5.46,140,67,6.57,1.64
USG_7535,SUB_02837,2025-10-10,5.48,57,36,0.96,5.02
USG_7536,SUB_00330,2025-12-20,2.94,31,94,8.59,4.59
USG_7537,SUB_01668,2025-12-23,2.02,471,32,18.18,9.84
USG_7538,SUB_03665,2025-10-17,5.55,237,49,15.75,11.94
USG_7539,SUB_03372,2025-11-29,1.52,415,3,18.54,10.89
USG_7540,SUB_02873,2025-11-25,4.94,318,58,22.41,7.83
USG_7541,SUB_00535,2025-10-07,2.84,199,98,15.28,19.43
USG_7542,SUB_03781,2025-11-24,6.91,15,55,3.21,7.57
USG_7543,SUB_01944,2025-09-17,4.65,66,28,5.57,1.27
USG_7544,SUB_04889,2025-10-02,8.67,372,51,3.03,4.01
USG_7545,SUB_01527,2025-12-13,1.43,29,59,16.32,0.96
USG_7546,SUB_02711,2025-12-09,3.62,317,50,4.91,3.25
USG_7547,SUB_02571,2025-09-25,11.3,99,17,14.27,2.64
USG_7548,SUB_00419,2025-10-28,3.3,493,34,11.64,1.28
USG_7549,SUB_01079,2025-11-16,3.13,386,91,18.0,5.14
USG_7550,SUB_03075,2025-11-08,5.02,460,3,0.26,0.86
USG_7551,SUB_00183,2025-12-27,0.25,490,41,6.52,2.61
USG_7552,SUB_00778,2025-12-30,0.14,424,74,0.88,7.46
USG_7553,SUB_04353,2025-12-10,1.65,142,89,20.67,8.14
USG_7554,SUB_01435,2025-12-19,3.97,213,55,4.33,10.88
USG_7555,SUB_01031,2025-12-19,1.75,445,53,1.5,10.66
USG_7556,SUB_04305,2025-09-19,3.97,150,51,14.9,5.01
USG_7557,SUB_00167,2025-10-25,1.45,33,21,2.89,17.04
USG_7558,SUB_04587,2025-10-09,2.91,252,72,5.34,0.16
USG_7559,SUB_03587,2025-12-15,5.6,152,4,4.16,0.46
USG_7560,SUB_02850,2025-09-14,2.58,121,48,1.23,3.3
USG_7561,SUB_04336,2025-12-01,3.12,159,58,14.47,6.59
USG_7562,SUB_04816,2025-11-26,0.04,53,47,1.23,3.37
USG_7563,SUB_00182,2025-10-25,2.26,237,92,0.5,3.04
USG_7564,SUB_04315,2025-12-25,2.35,249,11,22.52,2.77
USG_7565,SUB_02855,2025-11-03,1.19,53,33,4.76,2.42
USG_7566,SUB_00814,2025-09-07,3.39,407,18,20.76,20.13
USG_7567,SUB_03864,2025-11-29,24.09,108,30,23.37,7.64
USG_7568,SUB_01510,2025-09-18,0.72,38,60,4.05,2.31
USG_7569,SUB_03663,2025-10-25,3.9,268,87,10.0,2.23
USG_7570,SUB_04185,2025-12-06,0.86,297,53,4.58,4.28
USG_7571,SUB_04841,2025-10-23,3.65,304,32,2.6,10.9
USG_7572,SUB_02056,2025-10-08,3.25,393,3,19.91,4.7
USG_7573,SUB_04669,2025-11-28,2.22,93,41,19.48,2.21
USG_7574,SUB_04531,2025-10-03,3.77,341,13,26.81,0.96
USG_7575,SUB_03775,2025-12-25,0.54,76,73,0.53,7.22
USG_7576,SUB_03921,2025-10-04,0.83,428,35,22.06,1.89
USG_7577,SUB_03623,2025-11-16,3.31,41,99,5.05,1.47
USG_7578,SUB_02723,2025-11-06,0.23,452,98,6.52,4.82
USG_7579,SUB_02113,2025-12-17,9.65,182,20,11.98,17.66
USG_7580,SUB_00626,2025-09-12,5.77,167,37,0.78,1.04
USG_7581,SUB_01814,2025-11-21,2.15,62,3,23.39,0.1
USG_7582,SUB_03119,2025-11-15,2.35,420,72,0.45,0.17
USG_7583,SUB_03189,2025-10-01,6.24,462,43,30.76,3.41
USG_7584,SUB_02326,2025-09-16,1.85,165,41,7.02,4.67
USG_7585,SUB_01848,2025-10-08,2.56,271,75,0.08,12.98
USG_7586,SUB_04610,2025-09-23,1.31,493,86,18.62,7.74
USG_7587,SUB_00198,2025-11-26,36.28,454,96,11.98,6.29
USG_7588,SUB_03919,2025-10-27,5.65,110,29,20.19,7.94
USG_7589,SUB_00414,2025-12-02,2.82,24,78,1.46,5.21
USG_7590,SUB_00342,2025-11-04,16.72,374,4,12.8,6.41
USG_7591,SUB_02942,2025-12-13,4.38,196,57,0.1,16.77
USG_7592,SUB_01381,2025-10-24,1.2,405,45,2.05,18.52
USG_7593,SUB_00126,2025-12-23,6.66,383,64,7.66,8.66
USG_7594,SUB_02869,2025-10-31,5.78,462,98,8.19,3.56
USG_7595,SUB_00670,2025-10-14,1.91,104,87,10.77,4.64
USG_7596,SUB_00593,2025-10-21,2.11,223,69,4.68,10.36
USG_7597,SUB_04318,2025-11-17,7.41,497,75,11.93,7.21
USG_7598,SUB_03618,2025-12-10,10.01,413,24,13.06,13.57
USG_7599,SUB_04517,2025-09-29,0.32,315,33,13.53,1.51
USG_7600,SUB_02400,2025-11-13,3.09,435,36,3.83,0.44
USG_7601,SUB_02427,2025-11-26,5.82,302,92,5.72,5.19
USG_7602,SUB_00519,2025-12-30,7.62,56,14,21.85,3.16
USG_7603,SUB_04273,2025-09-26,7.62,172,53,21.99,5.69
USG_7604,SUB_01260,2025-12-01,12.48,219,48,3.91,0.67
USG_7605,SUB_00731,2025-11-23,15.01,179,7,14.47,11.09
USG_7606,SUB_02717,2025-12-06,0.69,473,51,9.34,2.96
USG_7607,SUB_02299,2025-10-24,4.16,317,38,12.5,1.03
USG_7608,SUB_04912,2025-12-04,2.61,234,94,1.02,6.82
USG_7609,SUB_03058,2025-12-25,3.42,240,62,7.82,0.06
USG_7610,SUB_00763,2025-11-30,14.55,318,10,13.88,0.16
USG_7611,SUB_01445,2025-09-06,5.24,419,10,1.21,10.34
USG_7612,SUB_00921,2025-11-15,8.07,81,24,46.62,13.52
USG_7613,SUB_00358,2025-12-21,3.75,199,19,6.05,6.26
USG_7614,SUB_01487,2025-12-05,2.1,302,58,3.23,12.0
USG_7615,SUB_03031,2025-12-18,12.74,463,99,7.63,6.81
USG_7616,SUB_00869,2025-12-25,2.13,81,52,4.56,0.07
USG_7617,SUB_02792,2025-12-06,0.08,10,25,5.89,8.44
USG_7618,SUB_03864,2025-12-23,0.34,23,16,5.48,8.99
USG_7619,SUB_00803,2025-10-06,1.59,485,98,1.8,2.21
USG_7620,SUB_03934,2025-09-05,9.78,389,62,0.7,1.13
USG_7621,SUB_01192,2025-09-17,1.35,146,88,1.88,8.02
USG_7622,SUB_03870,2025-12-06,13.63,33,52,25.11,0.15
USG_7623,SUB_04570,2025-12-16,6.69,409,56,40.32,6.23
USG_7624,SUB_00304,2025-09-19,0.54,203,80,30.12,4.88
USG_7625,SUB_00223,2025-10-14,3.77,113,20,32.44,1.69
USG_7626,SUB_00815,2025-11-12,0.4,26,39,6.47,0.17
USG_7627,SUB_01049,2025-10-01,1.96,133,86,17.64,1.44
USG_7628,SUB_01098,2025-10-01,1.32,364,13,4.18,3.01
USG_7629,SUB_04669,2025-12-03,4.53,57,13,20.92,0.55
USG_7630,SUB_02653,2025-11-02,4.65,235,20,4.91,5.76
USG_7631,SUB_04255,2025-11-21,0.76,46,1,6.5,4.43
USG_7632,SUB_01516,2025-10-22,7.69,378,81,14.89,15.94
USG_7633,SUB_04944,2025-10-28,3.41,400,52,9.83,8.96
USG_7634,SUB_02061,2025-11-05,9.56,184,50,1.95,0.45
USG_7635,SUB_01568,2025-12-30,4.51,117,40,24.86,1.03
USG_7636,SUB_03865,2025-12-15,3.32,94,18,3.24,3.06
USG_7637,SUB_04220,2025-09-13,5.17,67,37,0.29,3.43
USG_7638,SUB_04143,2025-12-13,7.59,296,15,11.43,1.55
USG_7639,SUB_04666,2025-09-11,1.73,77,15,0.6,1.55
USG_7640,SUB_03095,2025-09-11,1.18,271,72,6.68,4.18
USG_7641,SUB_00432,2025-10-21,12.5,498,11,3.41,14.61
USG_7642,SUB_02946,2025-10-23,0.79,283,1,11.76,0.89
USG_7643,SUB_02875,2025-10-23,10.99,124,16,5.09,5.41
USG_7644,SUB_04488,2025-09-18,5.22,30,66,1.96,4.61
USG_7645,SUB_01925,2025-09-18,2.81,448,59,0.23,0.07
USG_7646,SUB_03685,2025-09-13,2.09,248,83,44.38,2.14
USG_7647,SUB_02803,2025-10-19,5.3,306,11,1.73,8.12
USG_7648,SUB_00053,2025-11-20,4.18,267,37,44.59,2.73
USG_7649,SUB_01299,2025-11-10,2.66,69,43,10.53,8.01
USG_7650,SUB_03509,2025-09-18,1.85,291,4,8.65,0.68
USG_7651,SUB_01731,2025-11-18,0.94,493,65,3.97,9.93
USG_7652,SUB_01798,2025-12-29,17.33,300,57,11.35,2.39
USG_7653,SUB_00347,2025-10-10,13.1,6,82,19.95,7.72
USG_7654,SUB_03208,2025-09-15,4.22,354,62,4.2,17.18
USG_7655,SUB_03721,2025-12-11,1.06,54,18,6.25,5.42
USG_7656,SUB_03963,2025-10-26,1.41,192,22,0.51,3.15
USG_7657,SUB_00061,2025-09-22,1.56,202,75,40.66,17.89
USG_7658,SUB_04963,2025-12-20,1.96,74,15,9.61,0.03
USG_7659,SUB_00510,2025-12-09,9.69,429,0,29.57,12.85
USG_7660,SUB_03679,2025-09-13,0.82,145,59,2.67,2.33
USG_7661,SUB_00877,2025-12-03,3.3,441,14,4.05,4.01
USG_7662,SUB_02128,2025-11-05,1.2,395,57,4.08,8.1
USG_7663,SUB_01598,2025-10-19,1.36,341,71,7.96,16.75
USG_7664,SUB_02958,2025-10-01,5.02,110,76,0.13,2.37
USG_7665,SUB_04820,2025-09-30,7.47,9,8,23.1,1.44
USG_7666,SUB_04028,2025-11-01,6.13,105,4,8.86,4.15
USG_7667,SUB_02231,2025-12-26,6.84,351,62,13.1,4.24
USG_7668,SUB_04744,2025-10-02,2.12,251,61,13.54,6.84
USG_7669,SUB_02821,2025-10-09,5.0,487,82,1.73,2.44
USG_7670,SUB_01223,2025-09-25,1.54,203,51,8.46,12.03
USG_7671,SUB_00400,2025-11-10,12.62,439,87,13.04,6.54
USG_7672,SUB_04297,2025-09-26,17.93,102,61,1.13,4.21
USG_7673,SUB_02203,2025-11-28,7.59,74,80,1.81,6.26
USG_7674,SUB_02008,2025-12-17,1.7,156,35,0.31,1.52
USG_7675,SUB_01326,2025-09-27,6.97,246,26,7.22,11.82
USG_7676,SUB_00092,2025-11-21,5.16,428,42,14.99,8.92
USG_7677,SUB_01556,2025-10-27,14.97,218,82,34.9,10.78
USG_7678,SUB_04140,2025-10-27,0.35,141,29,3.8,7.42
USG_7679,SUB_00753,2025-10-02,0.15,425,48,0.87,3.21
USG_7680,SUB_00610,2025-11-19,0.06,416,1,26.32,15.41
USG_7681,SUB_03165,2025-11-04,9.66,472,14,0.56,2.27
USG_7682,SUB_00113,2025-12-04,5.89,150,38,0.29,6.97
USG_7683,SUB_04610,2025-09-04,5.64,144,91,3.95,3.52
USG_7684,SUB_03516,2025-10-27,7.15,262,35,3.35,3.0
USG_7685,SUB_00819,2025-12-29,18.08,378,19,12.52,9.97
USG_7686,SUB_00957,2025-09-09,3.86,126,18,2.1,2.43
USG_7687,SUB_00248,2025-10-07,2.23,0,11,6.09,2.95
USG_7688,SUB_01942,2025-12-10,1.25,59,93,23.31,3.92
USG_7689,SUB_02001,2025-10-04,0.33,407,53,1.24,2.47
USG_7690,SUB_04111,2025-11-29,2.56,298,58,11.31,2.35
